date,store_id,state_id,cat_id,total_sales,weekday,month,year,event_name_1,event_type_1,event_name_2,event_type_2
2014-09-03,CA_1,CA,HOUSEHOLD,849,Wednesday,9,2014,,,,
2014-09-15,CA_1,CA,HOUSEHOLD,822,Monday,9,2014,,,,
2015-10-28,CA_1,CA,HOUSEHOLD,837,Wednesday,10,2015,,,,
2011-02-10,CA_1,CA,FOODS,2137,Thursday,2,2011,,,,
2011-12-22,CA_1,CA,FOODS,2740,Thursday,12,2011,,,,
2012-06-05,CA_1,CA,FOODS,2888,Tuesday,6,2012,,,,
2012-07-26,CA_1,CA,FOODS,2680,Thursday,7,2012,,,,
2012-10-06,CA_1,CA,FOODS,3817,Saturday,10,2012,,,,
2013-03-15,CA_1,CA,FOODS,2758,Friday,3,2013,,,,
2013-07-19,CA_1,CA,FOODS,3203,Friday,7,2013,,,,
2013-10-02,CA_1,CA,FOODS,2370,Wednesday,10,2013,,,,
2013-11-06,CA_1,CA,FOODS,2543,Wednesday,11,2013,,,,
2013-11-08,CA_1,CA,FOODS,2955,Friday,11,2013,,,,
2013-12-12,CA_1,CA,FOODS,2389,Thursday,12,2013,,,,
2014-01-06,CA_1,CA,FOODS,3124,Monday,1,2014,,,,
2014-04-13,CA_1,CA,FOODS,3978,Sunday,4,2014,,,,
2014-05-07,CA_1,CA,FOODS,2662,Wednesday,5,2014,,,,
2014-07-10,CA_1,CA,FOODS,3041,Thursday,7,2014,,,,
2014-08-15,CA_1,CA,FOODS,2987,Friday,8,2014,,,,
2015-07-07,CA_1,CA,FOODS,2991,Tuesday,7,2015,,,,
2015-10-12,CA_1,CA,FOODS,3183,Monday,10,2015,ColumbusDay,National,,
2015-12-03,CA_1,CA,FOODS,2185,Thursday,12,2015,,,,
2016-03-09,CA_1,CA,FOODS,2493,Wednesday,3,2016,,,,
2011-04-09,CA_2,CA,HOBBIES,585,Saturday,4,2011,,,,
2011-04-17,CA_2,CA,HOBBIES,391,Sunday,4,2011,,,,
2011-08-18,CA_2,CA,HOBBIES,246,Thursday,8,2011,,,,
2011-08-23,CA_2,CA,HOBBIES,344,Tuesday,8,2011,,,,
2011-09-25,CA_2,CA,HOBBIES,352,Sunday,9,2011,,,,
2011-10-05,CA_2,CA,HOBBIES,225,Wednesday,10,2011,,,,
2011-10-22,CA_2,CA,HOBBIES,497,Saturday,10,2011,,,,
2012-02-05,CA_2,CA,HOBBIES,390,Sunday,2,2012,SuperBowl,Sporting,,
2012-07-29,CA_2,CA,HOBBIES,232,Sunday,7,2012,,,,
2013-04-10,CA_2,CA,HOBBIES,304,Wednesday,4,2013,,,,
2013-05-15,CA_2,CA,HOBBIES,455,Wednesday,5,2013,,,,
2014-05-04,CA_2,CA,HOBBIES,349,Sunday,5,2014,,,,
2014-06-05,CA_2,CA,HOBBIES,260,Thursday,6,2014,NBAFinalsStart,Sporting,,
2014-11-26,CA_2,CA,HOBBIES,308,Wednesday,11,2014,,,,
2015-04-06,CA_2,CA,HOBBIES,368,Monday,4,2015,,,,
2015-07-17,CA_2,CA,HOBBIES,461,Friday,7,2015,,,,
2015-08-19,CA_2,CA,HOBBIES,378,Wednesday,8,2015,,,,
2015-10-04,CA_2,CA,HOBBIES,503,Sunday,10,2015,,,,
2015-12-24,CA_2,CA,HOBBIES,353,Thursday,12,2015,,,,
2016-03-30,CA_2,CA,HOBBIES,249,Wednesday,3,2016,,,,
2011-02-01,CA_2,CA,HOUSEHOLD,434,Tuesday,2,2011,,,,
2011-08-08,CA_2,CA,HOUSEHOLD,572,Monday,8,2011,,,,
2011-09-26,CA_2,CA,HOUSEHOLD,476,Monday,9,2011,,,,
2011-10-08,CA_2,CA,HOUSEHOLD,874,Saturday,10,2011,,,,
2012-07-18,CA_2,CA,HOUSEHOLD,674,Wednesday,7,2012,,,,
2012-09-03,CA_2,CA,HOUSEHOLD,1212,Monday,9,2012,LaborDay,National,,
2013-12-02,CA_2,CA,HOUSEHOLD,747,Monday,12,2013,,,,
2014-02-03,CA_2,CA,HOUSEHOLD,726,Monday,2,2014,,,,
2014-07-13,CA_2,CA,HOUSEHOLD,1002,Sunday,7,2014,,,,
2015-02-20,CA_2,CA,HOUSEHOLD,618,Friday,2,2015,,,,
2011-03-27,CA_1,CA,HOBBIES,533,Sunday,3,2011,,,,
2011-09-23,CA_1,CA,HOBBIES,473,Friday,9,2011,,,,
2011-10-23,CA_1,CA,HOBBIES,415,Sunday,10,2011,,,,
2012-09-16,CA_1,CA,HOBBIES,366,Sunday,9,2012,,,,
2013-01-13,CA_1,CA,HOBBIES,329,Sunday,1,2013,,,,
2013-02-16,CA_1,CA,HOBBIES,636,Saturday,2,2013,,,,
2013-02-25,CA_1,CA,HOBBIES,531,Monday,2,2013,,,,
2013-04-25,CA_1,CA,HOBBIES,442,Thursday,4,2013,,,,
2013-10-29,CA_1,CA,HOBBIES,420,Tuesday,10,2013,,,,
2013-12-29,CA_1,CA,HOBBIES,396,Sunday,12,2013,,,,
2014-04-22,CA_1,CA,HOBBIES,478,Tuesday,4,2014,Pesach End,Religious,,
2014-08-25,CA_1,CA,HOBBIES,461,Monday,8,2014,,,,
2015-02-19,CA_1,CA,HOBBIES,467,Thursday,2,2015,,,,
2015-07-01,CA_1,CA,HOBBIES,692,Wednesday,7,2015,,,,
2015-11-02,CA_1,CA,HOBBIES,595,Monday,11,2015,,,,
2015-12-16,CA_1,CA,HOBBIES,507,Wednesday,12,2015,,,,
2016-02-07,CA_1,CA,HOBBIES,481,Sunday,2,2016,SuperBowl,Sporting,,
2016-03-31,CA_1,CA,HOBBIES,536,Thursday,3,2016,,,,
2011-02-06,CA_1,CA,HOUSEHOLD,490,Sunday,2,2011,SuperBowl,Sporting,,
2011-04-13,CA_1,CA,HOUSEHOLD,368,Wednesday,4,2011,,,,
2011-07-10,CA_1,CA,HOUSEHOLD,791,Sunday,7,2011,,,,
2011-11-02,CA_1,CA,HOUSEHOLD,422,Wednesday,11,2011,,,,
2012-02-12,CA_1,CA,HOUSEHOLD,750,Sunday,2,2012,,,,
2012-07-26,CA_1,CA,HOUSEHOLD,589,Thursday,7,2012,,,,
2012-08-18,CA_1,CA,HOUSEHOLD,918,Saturday,8,2012,,,,
2013-08-02,CA_1,CA,HOUSEHOLD,883,Friday,8,2013,,,,
2013-08-26,CA_1,CA,HOUSEHOLD,734,Monday,8,2013,,,,
2013-12-30,CA_1,CA,HOUSEHOLD,720,Monday,12,2013,,,,
2014-02-22,CA_1,CA,HOUSEHOLD,984,Saturday,2,2014,,,,
2014-03-15,CA_1,CA,HOUSEHOLD,993,Saturday,3,2014,,,,
2014-09-10,CA_1,CA,HOUSEHOLD,671,Wednesday,9,2014,,,,
2014-10-18,CA_1,CA,HOUSEHOLD,1215,Saturday,10,2014,,,,
2014-12-02,CA_1,CA,HOUSEHOLD,624,Tuesday,12,2014,,,,
2014-12-28,CA_1,CA,HOUSEHOLD,1015,Sunday,12,2014,,,,
2015-02-03,CA_1,CA,HOUSEHOLD,838,Tuesday,2,2015,,,,
2016-03-03,CA_1,CA,HOUSEHOLD,868,Thursday,3,2016,,,,
2012-01-01,CA_1,CA,FOODS,2054,Sunday,1,2012,NewYear,National,,
2012-02-18,CA_1,CA,FOODS,3314,Saturday,2,2012,,,,
2012-09-09,CA_1,CA,FOODS,4247,Sunday,9,2012,,,,
2012-09-16,CA_1,CA,FOODS,3951,Sunday,9,2012,,,,
2012-12-09,CA_1,CA,FOODS,3622,Sunday,12,2012,,,,
2013-02-09,CA_1,CA,FOODS,3843,Saturday,2,2013,,,,
2013-04-01,CA_1,CA,FOODS,2301,Monday,4,2013,,,,
2013-09-18,CA_1,CA,FOODS,2565,Wednesday,9,2013,,,,
2013-11-09,CA_1,CA,FOODS,3648,Saturday,11,2013,,,,
2014-03-15,CA_1,CA,FOODS,3869,Saturday,3,2014,,,,
2014-05-11,CA_1,CA,FOODS,2971,Sunday,5,2014,Mother's day,Cultural,,
2014-05-27,CA_1,CA,FOODS,2402,Tuesday,5,2014,,,,
2014-07-03,CA_1,CA,FOODS,3948,Thursday,7,2014,,,,
2014-10-03,CA_1,CA,FOODS,3516,Friday,10,2014,,,,
2014-12-03,CA_1,CA,FOODS,2337,Wednesday,12,2014,,,,
2015-06-15,CA_1,CA,FOODS,3048,Monday,6,2015,,,,
2015-08-11,CA_1,CA,FOODS,2629,Tuesday,8,2015,,,,
2015-08-30,CA_1,CA,FOODS,3762,Sunday,8,2015,,,,
2016-04-24,CA_1,CA,FOODS,4053,Sunday,4,2016,,,,
2011-07-19,CA_2,CA,HOBBIES,265,Tuesday,7,2011,,,,
2011-10-08,CA_2,CA,HOBBIES,435,Saturday,10,2011,,,,
2011-12-07,CA_2,CA,HOBBIES,297,Wednesday,12,2011,,,,
2012-09-04,CA_2,CA,HOBBIES,202,Tuesday,9,2012,,,,
2013-05-02,CA_2,CA,HOBBIES,231,Thursday,5,2013,,,,
2013-06-21,CA_2,CA,HOBBIES,416,Friday,6,2013,,,,
2013-07-10,CA_2,CA,HOBBIES,276,Wednesday,7,2013,,,,
2013-07-28,CA_2,CA,HOBBIES,361,Sunday,7,2013,,,,
2013-09-03,CA_2,CA,HOBBIES,161,Tuesday,9,2013,,,,
2014-01-22,CA_2,CA,HOBBIES,343,Wednesday,1,2014,,,,
2014-06-08,CA_2,CA,HOBBIES,284,Sunday,6,2014,,,,
2014-06-18,CA_2,CA,HOBBIES,236,Wednesday,6,2014,,,,
2015-02-07,CA_2,CA,HOBBIES,396,Saturday,2,2015,,,,
2015-02-21,CA_2,CA,HOBBIES,308,Saturday,2,2015,,,,
2015-05-13,CA_2,CA,HOBBIES,273,Wednesday,5,2015,,,,
2015-07-28,CA_2,CA,HOBBIES,376,Tuesday,7,2015,,,,
2015-09-11,CA_2,CA,HOBBIES,383,Friday,9,2015,,,,
2015-09-15,CA_2,CA,HOBBIES,322,Tuesday,9,2015,,,,
2015-10-01,CA_2,CA,HOBBIES,347,Thursday,10,2015,,,,
2011-03-06,CA_2,CA,HOUSEHOLD,871,Sunday,3,2011,,,,
2012-03-19,CA_2,CA,HOUSEHOLD,621,Monday,3,2012,,,,
2012-08-06,CA_2,CA,HOUSEHOLD,807,Monday,8,2012,,,,
2012-08-17,CA_2,CA,HOUSEHOLD,1007,Friday,8,2012,,,,
2012-11-18,CA_2,CA,HOUSEHOLD,1131,Sunday,11,2012,,,,
2014-01-02,CA_2,CA,HOUSEHOLD,692,Thursday,1,2014,,,,
2014-10-02,CA_2,CA,HOUSEHOLD,599,Thursday,10,2014,,,,
2015-07-17,CA_2,CA,HOUSEHOLD,1005,Friday,7,2015,,,,
2015-12-17,CA_2,CA,HOUSEHOLD,829,Thursday,12,2015,,,,
2016-01-23,CA_2,CA,HOUSEHOLD,1680,Saturday,1,2016,,,,
2011-04-05,CA_1,CA,HOBBIES,393,Tuesday,4,2011,,,,
2011-04-09,CA_1,CA,HOBBIES,603,Saturday,4,2011,,,,
2011-07-22,CA_1,CA,HOBBIES,408,Friday,7,2011,,,,
2011-09-19,CA_1,CA,HOBBIES,340,Monday,9,2011,,,,
2011-11-01,CA_1,CA,HOBBIES,440,Tuesday,11,2011,,,,
2012-02-26,CA_1,CA,HOBBIES,372,Sunday,2,2012,,,,
2012-08-31,CA_1,CA,HOBBIES,409,Friday,8,2012,,,,
2012-09-26,CA_1,CA,HOBBIES,263,Wednesday,9,2012,,,,
2013-03-29,CA_1,CA,HOBBIES,375,Friday,3,2013,,,,
2013-07-06,CA_1,CA,HOBBIES,484,Saturday,7,2013,,,,
2013-08-27,CA_1,CA,HOBBIES,428,Tuesday,8,2013,,,,
2013-10-01,CA_1,CA,HOBBIES,627,Tuesday,10,2013,,,,
2013-11-08,CA_1,CA,HOBBIES,479,Friday,11,2013,,,,
2013-12-17,CA_1,CA,HOBBIES,497,Tuesday,12,2013,,,,
2014-09-07,CA_1,CA,HOBBIES,480,Sunday,9,2014,,,,
2015-01-23,CA_1,CA,HOBBIES,505,Friday,1,2015,,,,
2015-06-05,CA_1,CA,HOBBIES,505,Friday,6,2015,,,,
2016-01-14,CA_1,CA,HOBBIES,491,Thursday,1,2016,,,,
2011-06-06,CA_1,CA,HOUSEHOLD,484,Monday,6,2011,,,,
2011-07-04,CA_1,CA,HOUSEHOLD,374,Monday,7,2011,IndependenceDay,National,,
2011-07-25,CA_1,CA,HOUSEHOLD,448,Monday,7,2011,,,,
2011-09-04,CA_1,CA,HOUSEHOLD,602,Sunday,9,2011,,,,
2011-09-27,CA_1,CA,HOUSEHOLD,371,Tuesday,9,2011,,,,
2011-10-02,CA_1,CA,HOUSEHOLD,817,Sunday,10,2011,,,,
2011-10-18,CA_1,CA,HOUSEHOLD,415,Tuesday,10,2011,,,,
2012-01-16,CA_1,CA,HOUSEHOLD,524,Monday,1,2012,MartinLutherKingDay,National,,
2012-11-18,CA_1,CA,HOUSEHOLD,837,Sunday,11,2012,,,,
2012-12-12,CA_1,CA,HOUSEHOLD,405,Wednesday,12,2012,,,,
2013-01-28,CA_1,CA,HOUSEHOLD,521,Monday,1,2013,,,,
2015-04-11,CA_1,CA,HOUSEHOLD,1184,Saturday,4,2015,Pesach End,Religious,,
2015-05-30,CA_1,CA,HOUSEHOLD,1190,Saturday,5,2015,,,,
2015-12-13,CA_1,CA,HOUSEHOLD,1238,Sunday,12,2015,,,,
2011-07-24,CA_1,CA,FOODS,2526,Sunday,7,2011,,,,
2012-09-06,CA_1,CA,FOODS,2423,Thursday,9,2012,,,,
2012-09-15,CA_1,CA,FOODS,3689,Saturday,9,2012,,,,
2012-10-29,CA_1,CA,FOODS,2391,Monday,10,2012,,,,
2013-01-25,CA_1,CA,FOODS,2264,Friday,1,2013,,,,
2014-01-05,CA_1,CA,FOODS,4029,Sunday,1,2014,,,,
2014-04-11,CA_1,CA,FOODS,2996,Friday,4,2014,,,,
2014-04-21,CA_1,CA,FOODS,2657,Monday,4,2014,,,,
2014-06-19,CA_1,CA,FOODS,2535,Thursday,6,2014,,,,
2014-08-14,CA_1,CA,FOODS,2776,Thursday,8,2014,,,,
2014-08-28,CA_1,CA,FOODS,2437,Thursday,8,2014,,,,
2014-09-15,CA_1,CA,FOODS,2810,Monday,9,2014,,,,
2014-10-23,CA_1,CA,FOODS,2313,Thursday,10,2014,,,,
2015-01-23,CA_1,CA,FOODS,2678,Friday,1,2015,,,,
2015-04-27,CA_1,CA,FOODS,2712,Monday,4,2015,,,,
2015-07-29,CA_1,CA,FOODS,2356,Wednesday,7,2015,,,,
2015-09-02,CA_1,CA,FOODS,2402,Wednesday,9,2015,,,,
2016-03-04,CA_1,CA,FOODS,2835,Friday,3,2016,,,,
2016-03-15,CA_1,CA,FOODS,2203,Tuesday,3,2016,,,,
2011-03-16,CA_2,CA,HOBBIES,441,Wednesday,3,2011,LentWeek2,Religious,,
2011-04-25,CA_2,CA,HOBBIES,451,Monday,4,2011,,,,
2011-05-09,CA_2,CA,HOBBIES,314,Monday,5,2011,,,,
2011-05-24,CA_2,CA,HOBBIES,272,Tuesday,5,2011,,,,
2011-12-23,CA_2,CA,HOBBIES,418,Friday,12,2011,,,,
2012-05-31,CA_2,CA,HOBBIES,285,Thursday,5,2012,,,,
2012-06-28,CA_2,CA,HOBBIES,236,Thursday,6,2012,,,,
2012-07-14,CA_2,CA,HOBBIES,346,Saturday,7,2012,,,,
2012-08-01,CA_2,CA,HOBBIES,223,Wednesday,8,2012,,,,
2014-06-09,CA_2,CA,HOBBIES,273,Monday,6,2014,,,,
2014-12-21,CA_2,CA,HOBBIES,393,Sunday,12,2014,,,,
2015-07-05,CA_2,CA,HOBBIES,383,Sunday,7,2015,,,,
2016-02-19,CA_2,CA,HOBBIES,315,Friday,2,2016,,,,
2011-10-15,CA_2,CA,HOUSEHOLD,1005,Saturday,10,2011,,,,
2012-07-24,CA_2,CA,HOUSEHOLD,774,Tuesday,7,2012,,,,
2012-08-08,CA_2,CA,HOUSEHOLD,688,Wednesday,8,2012,,,,
2012-09-27,CA_2,CA,HOUSEHOLD,657,Thursday,9,2012,,,,
2012-12-12,CA_2,CA,HOUSEHOLD,561,Wednesday,12,2012,,,,
2013-01-07,CA_2,CA,HOUSEHOLD,608,Monday,1,2013,OrthodoxChristmas,Religious,,
2013-02-10,CA_2,CA,HOUSEHOLD,1312,Sunday,2,2013,,,,
2013-04-25,CA_2,CA,HOUSEHOLD,682,Thursday,4,2013,,,,
2014-01-12,CA_2,CA,HOUSEHOLD,1128,Sunday,1,2014,,,,
2014-03-05,CA_2,CA,HOUSEHOLD,672,Wednesday,3,2014,LentStart,Religious,,
2014-12-05,CA_2,CA,HOUSEHOLD,967,Friday,12,2014,,,,
2015-07-13,CA_2,CA,HOUSEHOLD,825,Monday,7,2015,,,,
2015-11-22,CA_2,CA,HOUSEHOLD,1469,Sunday,11,2015,,,,
2016-04-10,CA_2,CA,HOUSEHOLD,1581,Sunday,4,2016,,,,
2011-04-14,CA_1,CA,HOBBIES,514,Thursday,4,2011,,,,
2011-08-06,CA_1,CA,HOBBIES,622,Saturday,8,2011,,,,
2012-02-17,CA_1,CA,HOBBIES,335,Friday,2,2012,,,,
2012-03-29,CA_1,CA,HOBBIES,257,Thursday,3,2012,,,,
2012-09-15,CA_1,CA,HOBBIES,428,Saturday,9,2012,,,,
2013-04-14,CA_1,CA,HOBBIES,685,Sunday,4,2013,,,,
2013-11-16,CA_1,CA,HOBBIES,690,Saturday,11,2013,,,,
2014-01-06,CA_1,CA,HOBBIES,522,Monday,1,2014,,,,
2014-07-15,CA_1,CA,HOBBIES,439,Tuesday,7,2014,,,,
2014-11-25,CA_1,CA,HOBBIES,468,Tuesday,11,2014,,,,
2014-12-15,CA_1,CA,HOBBIES,412,Monday,12,2014,,,,
2015-02-18,CA_1,CA,HOBBIES,433,Wednesday,2,2015,LentStart,Religious,,
2015-06-07,CA_1,CA,HOBBIES,577,Sunday,6,2015,,,,
2015-10-11,CA_1,CA,HOBBIES,524,Sunday,10,2015,,,,
2016-02-22,CA_1,CA,HOBBIES,539,Monday,2,2016,,,,
2016-04-05,CA_1,CA,HOBBIES,545,Tuesday,4,2016,,,,
2016-04-23,CA_1,CA,HOBBIES,670,Saturday,4,2016,,,,
2011-12-31,CA_1,CA,HOUSEHOLD,528,Saturday,12,2011,,,,
2012-06-19,CA_1,CA,HOUSEHOLD,611,Tuesday,6,2012,,,,
2012-06-25,CA_1,CA,HOUSEHOLD,652,Monday,6,2012,,,,
2012-07-07,CA_1,CA,HOUSEHOLD,804,Saturday,7,2012,,,,
2012-08-23,CA_1,CA,HOUSEHOLD,567,Thursday,8,2012,,,,
2013-02-07,CA_1,CA,HOUSEHOLD,571,Thursday,2,2013,,,,
2013-04-21,CA_1,CA,HOUSEHOLD,1073,Sunday,4,2013,,,,
2013-08-27,CA_1,CA,HOUSEHOLD,605,Tuesday,8,2013,,,,
2013-10-14,CA_1,CA,HOUSEHOLD,739,Monday,10,2013,ColumbusDay,National,,
2013-11-10,CA_1,CA,HOUSEHOLD,1075,Sunday,11,2013,,,,
2014-02-26,CA_1,CA,HOUSEHOLD,625,Wednesday,2,2014,,,,
2014-04-19,CA_1,CA,HOUSEHOLD,1018,Saturday,4,2014,,,,
2014-08-11,CA_1,CA,HOUSEHOLD,829,Monday,8,2014,,,,
2014-09-06,CA_1,CA,HOUSEHOLD,1078,Saturday,9,2014,,,,
2015-03-30,CA_1,CA,HOUSEHOLD,922,Monday,3,2015,,,,
2015-04-23,CA_1,CA,HOUSEHOLD,772,Thursday,4,2015,,,,
2015-05-18,CA_1,CA,HOUSEHOLD,958,Monday,5,2015,,,,
2015-07-27,CA_1,CA,HOUSEHOLD,1140,Monday,7,2015,,,,
2015-09-05,CA_1,CA,HOUSEHOLD,1254,Saturday,9,2015,,,,
2012-04-13,CA_1,CA,FOODS,2881,Friday,4,2012,,,,
2012-04-22,CA_1,CA,FOODS,3845,Sunday,4,2012,,,,
2012-07-30,CA_1,CA,FOODS,2450,Monday,7,2012,,,,
2012-11-25,CA_1,CA,FOODS,2579,Sunday,11,2012,,,,
2013-01-27,CA_1,CA,FOODS,3102,Sunday,1,2013,,,,
2013-03-28,CA_1,CA,FOODS,2661,Thursday,3,2013,,,,
2013-07-30,CA_1,CA,FOODS,2660,Tuesday,7,2013,,,,
2013-10-30,CA_1,CA,FOODS,2493,Wednesday,10,2013,,,,
2014-07-14,CA_1,CA,FOODS,2857,Monday,7,2014,,,,
2014-09-27,CA_1,CA,FOODS,3769,Saturday,9,2014,,,,
2015-06-22,CA_1,CA,FOODS,2863,Monday,6,2015,,,,
2015-07-27,CA_1,CA,FOODS,3020,Monday,7,2015,,,,
2015-11-03,CA_1,CA,FOODS,2597,Tuesday,11,2015,,,,
2015-12-30,CA_1,CA,FOODS,2259,Wednesday,12,2015,,,,
2016-01-01,CA_1,CA,FOODS,2161,Friday,1,2016,NewYear,National,,
2016-03-01,CA_1,CA,FOODS,2404,Tuesday,3,2016,,,,
2016-04-17,CA_1,CA,FOODS,4004,Sunday,4,2016,,,,
2011-05-13,CA_2,CA,HOBBIES,522,Friday,5,2011,,,,
2011-08-14,CA_2,CA,HOBBIES,399,Sunday,8,2011,,,,
2011-10-17,CA_2,CA,HOBBIES,223,Monday,10,2011,,,,
2012-02-13,CA_2,CA,HOBBIES,213,Monday,2,2012,,,,
2012-09-17,CA_2,CA,HOBBIES,217,Monday,9,2012,,,,
2012-11-05,CA_2,CA,HOBBIES,243,Monday,11,2012,,,,
2013-05-10,CA_2,CA,HOBBIES,355,Friday,5,2013,,,,
2013-09-24,CA_2,CA,HOBBIES,330,Tuesday,9,2013,,,,
2013-12-14,CA_2,CA,HOBBIES,518,Saturday,12,2013,,,,
2014-02-11,CA_2,CA,HOBBIES,291,Tuesday,2,2014,,,,
2014-07-02,CA_2,CA,HOBBIES,342,Wednesday,7,2014,,,,
2014-08-06,CA_2,CA,HOBBIES,279,Wednesday,8,2014,,,,
2014-09-01,CA_2,CA,HOBBIES,269,Monday,9,2014,LaborDay,National,,
2014-10-23,CA_2,CA,HOBBIES,230,Thursday,10,2014,,,,
2015-02-10,CA_2,CA,HOBBIES,365,Tuesday,2,2015,,,,
2015-08-10,CA_2,CA,HOBBIES,345,Monday,8,2015,,,,
2016-02-07,CA_2,CA,HOBBIES,270,Sunday,2,2016,SuperBowl,Sporting,,
2011-05-17,CA_2,CA,HOUSEHOLD,486,Tuesday,5,2011,,,,
2011-10-22,CA_2,CA,HOUSEHOLD,923,Saturday,10,2011,,,,
2011-10-23,CA_2,CA,HOUSEHOLD,829,Sunday,10,2011,,,,
2012-11-25,CA_2,CA,HOUSEHOLD,934,Sunday,11,2012,,,,
2013-04-07,CA_2,CA,HOUSEHOLD,1470,Sunday,4,2013,,,,
2013-05-19,CA_2,CA,HOUSEHOLD,1166,Sunday,5,2013,,,,
2013-11-18,CA_2,CA,HOUSEHOLD,721,Monday,11,2013,,,,
2014-01-18,CA_2,CA,HOUSEHOLD,1441,Saturday,1,2014,,,,
2014-04-06,CA_2,CA,HOUSEHOLD,1139,Sunday,4,2014,,,,
2014-04-29,CA_2,CA,HOUSEHOLD,650,Tuesday,4,2014,,,,
2014-06-03,CA_2,CA,HOUSEHOLD,566,Tuesday,6,2014,,,,
2014-12-26,CA_2,CA,HOUSEHOLD,775,Friday,12,2014,,,,
2015-01-15,CA_2,CA,HOUSEHOLD,564,Thursday,1,2015,,,,
2015-06-21,CA_2,CA,HOUSEHOLD,1207,Sunday,6,2015,Father's day,Cultural,,
2011-06-24,CA_1,CA,HOBBIES,460,Friday,6,2011,,,,
2011-07-28,CA_1,CA,HOBBIES,437,Thursday,7,2011,,,,
2012-04-25,CA_1,CA,HOBBIES,293,Wednesday,4,2012,,,,
2012-07-09,CA_1,CA,HOBBIES,280,Monday,7,2012,,,,
2012-09-05,CA_1,CA,HOBBIES,210,Wednesday,9,2012,,,,
2013-01-07,CA_1,CA,HOBBIES,197,Monday,1,2013,OrthodoxChristmas,Religious,,
2013-03-11,CA_1,CA,HOBBIES,413,Monday,3,2013,,,,
2013-03-18,CA_1,CA,HOBBIES,322,Monday,3,2013,,,,
2013-08-03,CA_1,CA,HOBBIES,554,Saturday,8,2013,,,,
2014-08-31,CA_1,CA,HOBBIES,509,Sunday,8,2014,,,,
2014-12-26,CA_1,CA,HOBBIES,491,Friday,12,2014,,,,
2015-05-02,CA_1,CA,HOBBIES,614,Saturday,5,2015,,,,
2015-07-10,CA_1,CA,HOBBIES,657,Friday,7,2015,,,,
2015-10-30,CA_1,CA,HOBBIES,605,Friday,10,2015,,,,
2016-03-23,CA_1,CA,HOBBIES,454,Wednesday,3,2016,,,,
2016-04-12,CA_1,CA,HOBBIES,391,Tuesday,4,2016,,,,
2011-03-23,CA_1,CA,HOUSEHOLD,308,Wednesday,3,2011,,,,
2011-04-27,CA_1,CA,HOUSEHOLD,366,Wednesday,4,2011,,,,
2011-06-05,CA_1,CA,HOUSEHOLD,666,Sunday,6,2011,,,,
2011-07-20,CA_1,CA,HOUSEHOLD,447,Wednesday,7,2011,,,,
2012-02-24,CA_1,CA,HOUSEHOLD,499,Friday,2,2012,,,,
2012-05-30,CA_1,CA,HOUSEHOLD,415,Wednesday,5,2012,,,,
2012-06-26,CA_1,CA,HOUSEHOLD,563,Tuesday,6,2012,,,,
2012-09-16,CA_1,CA,HOUSEHOLD,907,Sunday,9,2012,,,,
2012-11-05,CA_1,CA,HOUSEHOLD,613,Monday,11,2012,,,,
2013-03-14,CA_1,CA,HOUSEHOLD,617,Thursday,3,2013,,,,
2013-08-17,CA_1,CA,HOUSEHOLD,990,Saturday,8,2013,,,,
2013-09-05,CA_1,CA,HOUSEHOLD,644,Thursday,9,2013,,,,
2013-10-06,CA_1,CA,HOUSEHOLD,1184,Sunday,10,2013,,,,
2014-01-31,CA_1,CA,HOUSEHOLD,776,Friday,1,2014,,,,
2014-04-29,CA_1,CA,HOUSEHOLD,699,Tuesday,4,2014,,,,
2014-09-16,CA_1,CA,HOUSEHOLD,651,Tuesday,9,2014,,,,
2015-02-02,CA_1,CA,HOUSEHOLD,803,Monday,2,2015,,,,
2015-05-08,CA_1,CA,HOUSEHOLD,912,Friday,5,2015,,,,
2015-08-11,CA_1,CA,HOUSEHOLD,928,Tuesday,8,2015,,,,
2015-09-02,CA_1,CA,HOUSEHOLD,898,Wednesday,9,2015,,,,
2015-10-25,CA_1,CA,HOUSEHOLD,1337,Sunday,10,2015,,,,
2015-11-08,CA_1,CA,HOUSEHOLD,1285,Sunday,11,2015,,,,
2011-01-29,CA_1,CA,FOODS,3239,Saturday,1,2011,,,,
2011-03-03,CA_1,CA,FOODS,1984,Thursday,3,2011,,,,
2011-03-07,CA_1,CA,FOODS,2262,Monday,3,2011,,,,
2011-07-08,CA_1,CA,FOODS,2385,Friday,7,2011,,,,
2011-09-25,CA_1,CA,FOODS,2872,Sunday,9,2011,,,,
2011-11-02,CA_1,CA,FOODS,2129,Wednesday,11,2011,,,,
2011-12-10,CA_1,CA,FOODS,3482,Saturday,12,2011,,,,
2012-01-20,CA_1,CA,FOODS,2447,Friday,1,2012,,,,
2013-01-31,CA_1,CA,FOODS,2116,Thursday,1,2013,,,,
2013-03-08,CA_1,CA,FOODS,2978,Friday,3,2013,,,,
2013-06-09,CA_1,CA,FOODS,4186,Sunday,6,2013,,,,
2013-09-29,CA_1,CA,FOODS,4518,Sunday,9,2013,,,,
2014-03-07,CA_1,CA,FOODS,2910,Friday,3,2014,,,,
2014-04-25,CA_1,CA,FOODS,3042,Friday,4,2014,,,,
2014-10-15,CA_1,CA,FOODS,2269,Wednesday,10,2014,,,,
2014-11-23,CA_1,CA,FOODS,3632,Sunday,11,2014,,,,
