item_id,total_sales
FOODS_3_823,15388
FOODS_3_395,15387
FOODS_3_096,15374
FOODS_3_537,15370
HOUSEHOLD_1_176,15316
HOBBIES_1_424,15307
HOUSEHOLD_2_159,15294
FOODS_3_663,15242
FOODS_3_666,15241
HOUSEHOLD_2_222,15239
FOODS_3_719,15216
FOODS_2_370,15202
HOUSEHOLD_2_465,15194
FOODS_3_803,15185
FOODS_3_239,15161
HOBBIES_1_099,15139
FOODS_3_639,15132
FOODS_2_196,15119
HOBBIES_1_148,15101
HOBBIES_1_367,15095
HOUSEHOLD_1_289,15089
FOODS_2_137,15085
FOODS_3_492,15047
HOUSEHOLD_2_075,15023
FOODS_2_020,15004
FOODS_1_168,14923
FOODS_3_729,14888
HOUSEHOLD_1_490,14885
HOUSEHOLD_1_101,14843
FOODS_3_387,14812
FOODS_3_698,14807
FOODS_2_106,14805
FOODS_2_361,14798
FOODS_3_167,14789
FOODS_2_107,14748
HOBBIES_1_380,14745
FOODS_3_094,14722
FOODS_3_705,14685
HOUSEHOLD_2_044,14676
FOODS_1_041,14670
FOODS_3_208,14668
FOODS_1_152,14651
HOUSEHOLD_1_006,14632
HOUSEHOLD_1_307,14626
HOBBIES_1_005,14621
HOUSEHOLD_1_282,14613
FOODS_3_731,14612
FOODS_1_143,14604
HOBBIES_1_047,14595
HOBBIES_1_275,14591
HOBBIES_1_141,14583
HOBBIES_1_017,14580
FOODS_2_288,14561
FOODS_3_200,14556
HOUSEHOLD_1_471,14553
FOODS_3_174,14503
FOODS_2_286,14487
HOUSEHOLD_2_217,14478
FOODS_3_618,14454
FOODS_3_766,14359
HOUSEHOLD_2_308,14350
FOODS_3_781,14326
HOBBIES_2_036,14317
FOODS_3_428,14309
FOODS_2_085,14308
FOODS_2_321,14293
FOODS_3_684,14291
HOUSEHOLD_1_017,14281
HOUSEHOLD_1_336,14269
HOUSEHOLD_1_013,14261
HOBBIES_1_216,14256
FOODS_3_051,14254
FOODS_3_770,14244
FOODS_1_028,14223
FOODS_3_186,14221
HOBBIES_1_372,14207
FOODS_3_538,14188
HOUSEHOLD_2_453,14176
FOODS_3_603,14159
FOODS_1_076,14155
HOBBIES_1_235,14149
HOUSEHOLD_1_329,14143
FOODS_1_195,14126
HOUSEHOLD_1_069,14109
FOODS_2_134,14079
HOUSEHOLD_1_113,14065
HOUSEHOLD_1_033,14027
HOBBIES_1_037,13999
FOODS_1_117,13983
HOUSEHOLD_1_325,13952
HOBBIES_1_415,13946
HOUSEHOLD_1_456,13938
FOODS_2_275,13932
FOODS_3_715,13919
FOODS_3_168,13919
HOBBIES_1_087,13877
FOODS_2_067,13873
FOODS_1_081,13865
FOODS_1_178,13862
FOODS_3_322,13845
FOODS_3_246,13837
FOODS_2_220,13831
HOBBIES_1_423,13822
FOODS_2_143,13811
FOODS_3_013,13810
FOODS_3_470,13798
HOUSEHOLD_2_354,13797
FOODS_3_046,13780
HOUSEHOLD_1_481,13774
FOODS_3_405,13756
FOODS_1_174,13721
HOUSEHOLD_1_383,13712
FOODS_1_016,13710
HOUSEHOLD_1_184,13703
HOBBIES_2_129,13694
FOODS_3_542,13687
HOBBIES_1_413,13669
FOODS_2_083,13668
FOODS_3_494,13629
FOODS_3_557,13623
FOODS_3_525,13613
FOODS_3_357,13593
FOODS_3_073,13559
FOODS_3_604,13555
FOODS_3_243,13529
FOODS_3_825,13526
FOODS_3_253,13520
HOBBIES_1_420,13505
HOUSEHOLD_1_165,13484
HOUSEHOLD_1_068,13467
HOUSEHOLD_1_175,13449
FOODS_1_014,13443
HOUSEHOLD_2_395,13435
FOODS_3_394,13424
FOODS_3_582,13423
FOODS_2_279,13420
FOODS_3_581,13411
FOODS_1_003,13394
FOODS_2_340,13365
HOUSEHOLD_1_265,13364
HOBBIES_1_258,13362
HOUSEHOLD_1_316,13351
HOUSEHOLD_2_219,13304
FOODS_2_033,13300
FOODS_3_019,13296
FOODS_2_306,13278
FOODS_3_222,13274
HOBBIES_1_343,13271
FOODS_3_211,13264
HOUSEHOLD_1_290,13238
HOUSEHOLD_2_389,13236
HOUSEHOLD_1_301,13226
HOUSEHOLD_1_088,13190
FOODS_1_214,13156
FOODS_1_132,13134
FOODS_1_144,13132
FOODS_2_208,13110
FOODS_2_320,13079
FOODS_2_375,13075
FOODS_2_256,13070
FOODS_3_206,13069
HOBBIES_1_006,13068
HOBBIES_2_033,13058
HOUSEHOLD_1_249,13042
HOUSEHOLD_1_121,13029
FOODS_3_817,13011
HOUSEHOLD_1_365,12990
FOODS_1_102,12979
FOODS_2_330,12964
HOUSEHOLD_2_341,12962
HOUSEHOLD_1_508,12949
HOUSEHOLD_1_130,12944
FOODS_3_160,12937
FOODS_3_261,12906
FOODS_1_052,12884
HOBBIES_1_316,12871
FOODS_2_303,12867
FOODS_2_038,12832
FOODS_1_149,12818
HOUSEHOLD_1_046,12790
FOODS_2_392,12789
FOODS_3_609,12771
HOBBIES_1_151,12759
HOUSEHOLD_1_356,12703
HOUSEHOLD_1_424,12694
FOODS_2_064,12691
HOUSEHOLD_1_359,12686
FOODS_2_079,12673
HOUSEHOLD_1_219,12637
FOODS_1_051,12633
HOUSEHOLD_2_410,12619
HOUSEHOLD_1_226,12603
FOODS_2_115,12601
FOODS_1_203,12592
HOUSEHOLD_2_002,12539
FOODS_1_090,12508
FOODS_3_643,12505
FOODS_3_361,12499
FOODS_1_015,12497
FOODS_2_201,12452
FOODS_3_583,12450
HOBBIES_1_105,12429
HOUSEHOLD_1_507,12416
HOUSEHOLD_2_201,12415
FOODS_2_066,12407
HOUSEHOLD_2_511,12403
FOODS_3_401,12384
FOODS_3_624,12382
HOBBIES_1_394,12366
FOODS_1_213,12353
FOODS_1_133,12350
HOUSEHOLD_1_246,12335
FOODS_2_221,12292
HOBBIES_1_378,12288
HOUSEHOLD_2_062,12286
FOODS_1_177,12277
FOODS_3_081,12271
HOBBIES_1_086,12264
FOODS_3_141,12258
FOODS_1_001,12247
FOODS_3_316,12211
FOODS_2_078,12208
FOODS_2_136,12204
FOODS_3_025,12198
FOODS_3_826,12188
FOODS_2_005,12136
HOBBIES_1_084,12133
FOODS_2_121,12128
HOUSEHOLD_1_431,12123
FOODS_3_129,12107
FOODS_1_038,12100
FOODS_3_733,12086
FOODS_3_605,12066
FOODS_3_091,12063
FOODS_3_287,12060
FOODS_1_175,12047
FOODS_3_437,12039
FOODS_3_545,12016
HOBBIES_1_321,12013
FOODS_3_325,12010
FOODS_3_490,12009
FOODS_3_791,12005
FOODS_2_058,11999
HOUSEHOLD_1_269,11987
FOODS_3_027,11986
HOUSEHOLD_1_468,11982
FOODS_3_726,11975
FOODS_1_073,11959
HOUSEHOLD_1_078,11939
FOODS_3_629,11938
FOODS_3_286,11937
HOBBIES_1_388,11936
HOUSEHOLD_1_224,11903
FOODS_3_192,11901
HOUSEHOLD_1_093,11901
HOBBIES_1_132,11897
HOUSEHOLD_1_529,11891
HOBBIES_1_177,11868
HOUSEHOLD_1_185,11850
HOBBIES_1_298,11841
HOBBIES_1_130,11833
HOUSEHOLD_1_238,11832
FOODS_2_072,11823
HOUSEHOLD_1_018,11805
FOODS_1_091,11783
FOODS_3_280,11748
FOODS_3_084,11724
HOBBIES_1_155,11716
FOODS_1_146,11715
FOODS_2_176,11711
HOBBIES_1_237,11706
FOODS_1_049,11705
FOODS_3_552,11694
HOBBIES_1_010,11689
FOODS_3_074,11654
FOODS_3_344,11645
FOODS_3_625,11642
HOUSEHOLD_1_452,11642
HOUSEHOLD_1_166,11642
FOODS_3_560,11637
FOODS_2_062,11633
FOODS_3_031,11632
FOODS_3_382,11616
FOODS_3_759,11603
FOODS_3_606,11591
FOODS_2_238,11582
HOUSEHOLD_1_105,11581
FOODS_1_065,11572
HOUSEHOLD_2_512,11555
FOODS_3_050,11549
HOBBIES_1_300,11546
FOODS_3_465,11542
FOODS_3_775,11541
FOODS_3_483,11524
HOUSEHOLD_2_369,11522
HOBBIES_1_350,11517
HOUSEHOLD_1_241,11515
FOODS_1_128,11510
HOBBIES_1_097,11509
HOUSEHOLD_2_349,11501
FOODS_2_352,11468
FOODS_3_571,11442
FOODS_2_353,11430
FOODS_1_064,11429
HOUSEHOLD_1_364,11419
HOUSEHOLD_1_058,11412
FOODS_3_303,11395
FOODS_3_043,11392
HOUSEHOLD_2_368,11385
FOODS_2_367,11380
FOODS_3_827,11377
FOODS_3_748,11359
FOODS_2_338,11351
FOODS_2_230,11338
HOBBIES_1_409,11326
HOUSEHOLD_1_181,11319
HOUSEHOLD_2_438,11310
HOUSEHOLD_1_313,11309
HOUSEHOLD_2_423,11300
FOODS_3_536,11295
HOBBIES_1_231,11294
HOBBIES_1_154,11291
HOUSEHOLD_1_280,11274
HOBBIES_1_073,11272
HOUSEHOLD_1_248,11267
HOUSEHOLD_1_395,11263
FOODS_3_749,11234
HOBBIES_1_249,11229
FOODS_3_774,11180
HOUSEHOLD_1_167,11175
HOUSEHOLD_1_513,11173
HOBBIES_1_044,11173
FOODS_2_001,11134
HOUSEHOLD_1_295,11133
FOODS_3_429,11130
HOUSEHOLD_1_042,11120
FOODS_3_700,11111
HOBBIES_1_313,11109
HOBBIES_1_252,11108
HOUSEHOLD_2_037,11105
FOODS_2_035,11099
FOODS_1_101,11058
FOODS_3_612,11037
HOUSEHOLD_2_084,11035
FOODS_2_126,11027
HOUSEHOLD_1_156,11024
FOODS_3_314,11010
HOBBIES_1_356,11009
HOUSEHOLD_2_509,11008
HOBBIES_1_226,10994
FOODS_1_138,10988
HOUSEHOLD_1_182,10975
FOODS_2_167,10961
HOBBIES_1_297,10957
HOUSEHOLD_1_333,10953
HOBBIES_1_355,10950
FOODS_3_153,10936
HOBBIES_1_164,10923
HOUSEHOLD_1_097,10921
HOBBIES_1_166,10920
HOUSEHOLD_1_003,10911
FOODS_2_258,10903
FOODS_2_122,10883
HOUSEHOLD_1_531,10878
HOUSEHOLD_2_172,10878
HOUSEHOLD_2_492,10867
HOUSEHOLD_2_145,10856
HOUSEHOLD_1_305,10852
HOUSEHOLD_1_193,10851
FOODS_1_167,10832
FOODS_1_116,10797
HOUSEHOLD_1_160,10782
HOUSEHOLD_1_099,10777
HOUSEHOLD_2_196,10772
FOODS_3_588,10772
FOODS_3_058,10750
FOODS_1_080,10737
HOUSEHOLD_1_223,10737
FOODS_3_717,10721
HOBBIES_1_098,10719
FOODS_1_075,10705
FOODS_2_162,10699
HOBBIES_1_264,10677
HOUSEHOLD_2_225,10662
FOODS_1_062,10646
FOODS_2_301,10635
HOUSEHOLD_2_256,10634
HOUSEHOLD_1_158,10610
HOBBIES_1_079,10609
HOBBIES_1_072,10580
FOODS_3_062,10574
FOODS_2_025,10573
FOODS_2_088,10568
FOODS_3_420,10567
FOODS_2_004,10566
HOBBIES_1_327,10563
FOODS_3_328,10540
HOBBIES_1_036,10515
FOODS_1_059,10509
HOUSEHOLD_1_520,10508
FOODS_2_237,10507
HOUSEHOLD_1_479,10488
HOUSEHOLD_2_203,10471
HOBBIES_1_266,10471
FOODS_1_193,10464
FOODS_2_378,10444
HOUSEHOLD_1_446,10438
HOUSEHOLD_1_341,10436
FOODS_2_234,10390
FOODS_1_118,10386
HOUSEHOLD_2_262,10374
HOBBIES_1_076,10361
FOODS_2_316,10334
HOBBIES_1_301,10332
HOUSEHOLD_2_184,10332
FOODS_1_199,10330
FOODS_1_071,10326
FOODS_1_134,10307
HOUSEHOLD_1_065,10287
FOODS_3_579,10287
HOUSEHOLD_1_449,10276
HOBBIES_1_324,10251
FOODS_2_219,10226
HOUSEHOLD_1_070,10225
HOUSEHOLD_1_421,10206
HOUSEHOLD_1_074,10196
FOODS_2_118,10173
HOUSEHOLD_2_282,10173
HOUSEHOLD_1_014,10156
FOODS_1_011,10131
FOODS_2_348,10116
HOBBIES_1_317,10111
FOODS_3_197,10099
FOODS_3_373,10094
FOODS_3_293,10079
FOODS_3_196,10059
FOODS_3_391,10050
FOODS_3_564,10050
HOBBIES_1_159,10043
FOODS_3_152,10040
HOBBIES_1_349,10033
HOUSEHOLD_1_232,10031
FOODS_2_302,10010
FOODS_3_045,9992
HOUSEHOLD_1_530,9989
FOODS_2_145,9962
HOUSEHOLD_2_325,9954
HOUSEHOLD_1_358,9942
HOUSEHOLD_1_047,9932
HOUSEHOLD_1_377,9930
HOUSEHOLD_1_346,9924
FOODS_3_677,9923
HOUSEHOLD_2_346,9914
HOBBIES_1_146,9894
HOUSEHOLD_2_170,9889
HOUSEHOLD_1_211,9876
HOUSEHOLD_2_467,9859
FOODS_2_125,9848
FOODS_3_001,9845
HOUSEHOLD_1_288,9831
HOUSEHOLD_1_024,9824
FOODS_3_057,9804
FOODS_3_680,9801
HOUSEHOLD_1_485,9758
FOODS_2_043,9749
HOBBIES_1_068,9748
HOBBIES_2_124,9746
FOODS_2_010,9713
HOUSEHOLD_1_477,9692
HOUSEHOLD_1_374,9683
HOUSEHOLD_2_439,9681
HOBBIES_1_172,9676
FOODS_1_105,9650
HOUSEHOLD_2_089,9648
HOUSEHOLD_2_193,9636
HOBBIES_1_310,9622
HOUSEHOLD_1_326,9559
FOODS_3_130,9551
FOODS_3_608,9532
HOUSEHOLD_1_230,9526
HOUSEHOLD_1_470,9525
HOUSEHOLD_2_191,9523
FOODS_1_026,9522
HOBBIES_1_213,9519
FOODS_3_175,9518
FOODS_2_334,9507
FOODS_3_622,9502
HOBBIES_1_149,9497
HOUSEHOLD_2_329,9494
FOODS_1_115,9481
HOUSEHOLD_1_164,9474
HOUSEHOLD_1_518,9456
FOODS_2_373,9444
HOUSEHOLD_1_077,9433
HOUSEHOLD_2_047,9413
FOODS_3_123,9409
HOUSEHOLD_1_257,9404
FOODS_3_599,9399
HOUSEHOLD_2_118,9393
HOUSEHOLD_1_125,9373
HOUSEHOLD_2_485,9358
HOUSEHOLD_2_403,9351
HOUSEHOLD_2_284,9343
HOUSEHOLD_1_432,9321
FOODS_2_157,9302
HOUSEHOLD_2_411,9301
HOBBIES_1_358,9301
FOODS_3_544,9291
FOODS_3_558,9284
FOODS_2_223,9283
FOODS_1_025,9281
FOODS_3_384,9277
HOUSEHOLD_2_472,9233
HOUSEHOLD_2_388,9219
FOODS_2_180,9208
HOUSEHOLD_2_408,9207
HOBBIES_2_115,9206
HOUSEHOLD_2_102,9205
HOUSEHOLD_1_034,9202
HOUSEHOLD_1_428,9193
HOBBIES_1_411,9185
FOODS_3_010,9171
FOODS_3_056,9155
HOBBIES_1_129,9152
HOUSEHOLD_1_026,9142
FOODS_3_452,9140
FOODS_3_229,9119
HOUSEHOLD_2_266,9112
FOODS_2_358,9100
FOODS_3_170,9088
HOBBIES_1_384,9088
HOBBIES_1_280,9083
FOODS_1_140,9076
HOBBIES_1_057,9072
HOUSEHOLD_1_486,9069
HOUSEHOLD_1_353,9062
FOODS_2_308,9052
HOBBIES_1_109,9049
HOUSEHOLD_1_095,9045
HOBBIES_1_034,9036
FOODS_1_135,9016
HOBBIES_1_210,9010
HOUSEHOLD_2_490,9008
FOODS_3_223,9007
HOUSEHOLD_2_054,9005
HOUSEHOLD_2_076,9000
FOODS_3_159,9000
FOODS_3_189,8998
HOBBIES_1_211,8991
HOUSEHOLD_1_192,8990
HOUSEHOLD_1_417,8983
HOUSEHOLD_2_257,8967
FOODS_3_478,8954
FOODS_3_528,8945
FOODS_3_627,8935
HOUSEHOLD_2_434,8924
FOODS_1_035,8910
HOUSEHOLD_1_495,8903
HOUSEHOLD_1_524,8881
HOUSEHOLD_1_091,8876
FOODS_3_686,8868
HOUSEHOLD_2_135,8863
FOODS_3_802,8855
HOBBIES_1_382,8853
HOUSEHOLD_1_322,8846
HOUSEHOLD_2_450,8844
FOODS_3_543,8821
FOODS_3_390,8814
FOODS_1_070,8813
FOODS_3_095,8804
FOODS_1_114,8803
HOUSEHOLD_1_450,8803
FOODS_2_108,8799
HOUSEHOLD_1_270,8788
FOODS_1_205,8784
HOUSEHOLD_2_507,8782
HOBBIES_1_144,8768
HOUSEHOLD_1_281,8757
HOUSEHOLD_2_287,8755
HOUSEHOLD_1_398,8745
HOUSEHOLD_2_250,8728
HOUSEHOLD_1_245,8715
HOUSEHOLD_2_183,8709
FOODS_2_331,8702
HOBBIES_1_050,8697
HOUSEHOLD_1_412,8680
HOUSEHOLD_1_298,8678
HOBBIES_1_215,8676
HOUSEHOLD_1_480,8675
HOUSEHOLD_2_185,8656
HOBBIES_1_326,8642
FOODS_3_104,8619
HOUSEHOLD_1_002,8617
FOODS_3_172,8613
FOODS_3_447,8609
FOODS_2_284,8571
HOUSEHOLD_1_342,8564
HOUSEHOLD_2_376,8563
HOBBIES_1_276,8561
FOODS_2_041,8554
HOUSEHOLD_1_056,8542
FOODS_2_190,8526
HOUSEHOLD_2_380,8525
FOODS_2_027,8510
HOUSEHOLD_1_323,8509
FOODS_2_314,8471
FOODS_3_105,8453
HOUSEHOLD_1_228,8433
FOODS_3_667,8430
HOUSEHOLD_1_299,8425
HOUSEHOLD_1_155,8411
HOBBIES_1_200,8407
FOODS_2_332,8400
HOUSEHOLD_1_227,8390
FOODS_2_224,8375
HOUSEHOLD_1_207,8372
HOBBIES_1_127,8372
FOODS_3_147,8372
HOUSEHOLD_2_136,8371
HOUSEHOLD_2_061,8371
HOUSEHOLD_1_117,8369
FOODS_1_109,8357
HOUSEHOLD_2_353,8346
FOODS_2_158,8339
FOODS_2_120,8337
FOODS_3_620,8326
FOODS_3_824,8325
FOODS_3_345,8324
FOODS_3_426,8311
HOBBIES_1_282,8307
HOUSEHOLD_1_123,8305
HOUSEHOLD_2_070,8294
HOUSEHOLD_1_499,8291
FOODS_2_216,8285
HOBBIES_1_281,8278
HOUSEHOLD_2_049,8277
HOUSEHOLD_2_449,8264
HOUSEHOLD_1_362,8257
FOODS_3_414,8222
HOBBIES_1_414,8221
FOODS_3_593,8213
FOODS_3_486,8211
FOODS_3_075,8208
FOODS_3_055,8202
HOUSEHOLD_2_035,8199
FOODS_3_047,8192
HOUSEHOLD_2_295,8179
HOUSEHOLD_1_394,8177
HOBBIES_1_198,8172
FOODS_3_298,8172
HOBBIES_1_028,8171
HOUSEHOLD_1_073,8169
HOUSEHOLD_2_426,8154
HOUSEHOLD_2_416,8121
HOUSEHOLD_1_284,8118
HOBBIES_1_143,8109
HOBBIES_1_025,8106
FOODS_3_235,8097
HOUSEHOLD_1_455,8090
HOUSEHOLD_1_134,8071
HOBBIES_1_383,8069
FOODS_1_197,8055
HOUSEHOLD_1_422,8053
HOUSEHOLD_1_527,8047
HOUSEHOLD_2_030,8030
FOODS_1_048,8021
HOUSEHOLD_2_499,8013
HOUSEHOLD_1_183,8012
HOUSEHOLD_2_374,8011
HOUSEHOLD_1_396,7987
HOUSEHOLD_1_330,7976
HOUSEHOLD_2_200,7975
HOUSEHOLD_1_080,7965
FOODS_2_124,7958
HOUSEHOLD_2_082,7956
HOUSEHOLD_2_251,7951
FOODS_1_176,7944
HOBBIES_1_085,7941
FOODS_1_198,7939
FOODS_3_040,7934
FOODS_2_264,7927
HOUSEHOLD_1_312,7923
HOBBIES_1_232,7917
FOODS_3_068,7917
HOUSEHOLD_2_036,7917
HOUSEHOLD_2_513,7916
HOBBIES_1_240,7912
FOODS_2_218,7901
HOUSEHOLD_1_172,7893
FOODS_3_354,7881
HOBBIES_1_270,7871
HOUSEHOLD_1_255,7866
FOODS_2_195,7861
FOODS_3_506,7838
HOUSEHOLD_2_315,7829
FOODS_3_365,7822
FOODS_3_658,7820
FOODS_3_266,7816
HOBBIES_1_351,7812
FOODS_1_095,7794
FOODS_2_130,7790
HOUSEHOLD_1_102,7782
FOODS_2_011,7779
HOBBIES_2_032,7773
HOBBIES_1_332,7767
HOUSEHOLD_2_050,7756
HOUSEHOLD_2_068,7750
FOODS_2_295,7742
HOUSEHOLD_2_375,7741
FOODS_3_078,7740
HOUSEHOLD_1_126,7738
HOUSEHOLD_1_008,7727
FOODS_3_550,7705
FOODS_3_278,7700
HOUSEHOLD_2_093,7695
FOODS_1_072,7688
FOODS_3_482,7687
FOODS_1_141,7679
FOODS_2_205,7679
HOBBIES_1_412,7668
FOODS_2_394,7659
HOUSEHOLD_1_208,7659
HOBBIES_1_287,7649
HOUSEHOLD_1_436,7648
FOODS_1_030,7616
HOUSEHOLD_2_096,7614
FOODS_3_408,7606
HOBBIES_1_111,7603
HOUSEHOLD_1_178,7601
FOODS_3_374,7596
HOUSEHOLD_2_383,7594
HOBBIES_1_100,7592
FOODS_3_445,7586
FOODS_2_163,7573
HOUSEHOLD_2_113,7573
FOODS_3_456,7573
HOBBIES_1_328,7573
FOODS_3_642,7572
FOODS_3_240,7551
FOODS_3_531,7549
HOBBIES_1_173,7544
FOODS_3_375,7524
FOODS_3_621,7520
HOUSEHOLD_2_003,7512
HOBBIES_1_124,7503
FOODS_1_017,7458
FOODS_3_640,7452
HOUSEHOLD_2_124,7447
FOODS_3_060,7446
FOODS_2_336,7430
HOBBIES_1_042,7421
HOUSEHOLD_2_154,7391
FOODS_1_156,7381
FOODS_3_161,7378
HOUSEHOLD_2_288,7377
HOUSEHOLD_1_133,7368
HOUSEHOLD_2_457,7365
FOODS_1_191,7358
HOUSEHOLD_1_210,7358
FOODS_3_484,7358
HOBBIES_1_022,7357
FOODS_1_053,7349
HOUSEHOLD_2_078,7345
HOBBIES_1_374,7337
FOODS_1_002,7334
FOODS_3_204,7327
HOBBIES_1_012,7326
HOBBIES_1_260,7324
FOODS_3_044,7308
HOBBIES_1_357,7291
FOODS_3_216,7291
HOBBIES_1_122,7282
HOBBIES_1_220,7275
HOBBIES_1_309,7274
HOUSEHOLD_2_401,7274
HOUSEHOLD_1_081,7272
HOUSEHOLD_2_384,7271
FOODS_2_110,7259
HOBBIES_2_009,7257
HOUSEHOLD_2_011,7247
HOUSEHOLD_1_010,7244
HOUSEHOLD_1_012,7239
HOUSEHOLD_2_052,7234
HOUSEHOLD_1_509,7231
HOBBIES_1_238,7228
FOODS_2_210,7227
FOODS_3_595,7206
HOBBIES_1_137,7205
HOBBIES_2_120,7187
HOUSEHOLD_2_505,7183
HOUSEHOLD_1_375,7178
HOUSEHOLD_1_492,7178
FOODS_3_650,7159
FOODS_2_028,7158
FOODS_3_297,7158
FOODS_2_202,7158
HOUSEHOLD_1_293,7137
FOODS_1_009,7135
FOODS_3_419,7121
HOUSEHOLD_1_278,7114
FOODS_2_172,7112
HOUSEHOLD_2_025,7097
FOODS_3_701,7088
FOODS_3_309,7087
HOUSEHOLD_1_200,7086
FOODS_2_105,7084
FOODS_2_113,7083
FOODS_2_012,7068
HOUSEHOLD_1_491,7063
FOODS_2_263,7054
HOUSEHOLD_2_178,7052
FOODS_2_343,7035
HOUSEHOLD_2_064,7030
FOODS_2_235,7022
FOODS_3_268,7015
HOBBIES_1_139,7012
FOODS_3_647,7007
HOUSEHOLD_2_297,7003
HOBBIES_1_373,7002
FOODS_1_169,7002
HOUSEHOLD_2_247,6983
HOUSEHOLD_2_468,6983
HOUSEHOLD_2_244,6953
HOUSEHOLD_2_275,6947
FOODS_3_149,6945
HOUSEHOLD_1_407,6941
HOUSEHOLD_2_477,6936
HOBBIES_1_075,6931
HOBBIES_1_061,6910
FOODS_3_763,6904
HOUSEHOLD_1_317,6902
HOBBIES_2_028,6890
FOODS_3_673,6858
FOODS_3_553,6844
FOODS_2_249,6842
FOODS_2_132,6821
FOODS_3_641,6816
HOBBIES_2_007,6812
HOUSEHOLD_2_488,6812
FOODS_3_780,6805
HOUSEHOLD_2_322,6803
FOODS_3_264,6798
HOBBIES_1_157,6797
HOUSEHOLD_2_486,6792
HOUSEHOLD_1_382,6792
FOODS_3_709,6782
FOODS_3_821,6770
FOODS_3_341,6759
FOODS_2_188,6742
FOODS_3_312,6742
FOODS_2_323,6741
HOBBIES_1_092,6739
HOBBIES_1_021,6736
HOBBIES_1_199,6736
FOODS_3_061,6733
HOUSEHOLD_1_360,6725
HOUSEHOLD_1_089,6710
HOUSEHOLD_1_266,6700
FOODS_2_317,6689
HOBBIES_1_241,6681
HOUSEHOLD_2_471,6673
HOBBIES_1_399,6667
HOBBIES_1_352,6666
FOODS_2_148,6666
HOUSEHOLD_1_355,6664
HOBBIES_1_421,6659
FOODS_3_600,6653
HOBBIES_2_043,6638
FOODS_2_319,6637
HOUSEHOLD_2_495,6623
FOODS_2_290,6621
HOUSEHOLD_2_232,6611
HOUSEHOLD_1_533,6610
FOODS_2_278,6600
FOODS_3_567,6593
HOUSEHOLD_1_206,6592
HOUSEHOLD_2_273,6588
HOUSEHOLD_2_316,6572
HOUSEHOLD_2_033,6569
FOODS_3_397,6546
HOBBIES_1_255,6544
HOUSEHOLD_1_363,6535
HOUSEHOLD_2_443,6534
HOUSEHOLD_1_483,6529
FOODS_2_260,6521
FOODS_3_166,6519
HOUSEHOLD_2_071,6511
HOUSEHOLD_1_037,6503
HOBBIES_1_397,6499
HOUSEHOLD_1_144,6483
HOUSEHOLD_1_493,6482
HOUSEHOLD_2_324,6482
HOBBIES_1_195,6480
HOUSEHOLD_1_403,6479
FOODS_3_323,6479
HOUSEHOLD_2_119,6473
FOODS_3_630,6463
HOUSEHOLD_2_238,6449
FOODS_1_188,6442
HOUSEHOLD_1_525,6438
FOODS_2_023,6429
FOODS_3_539,6428
HOUSEHOLD_2_090,6428
HOUSEHOLD_2_390,6423
FOODS_1_119,6417
HOUSEHOLD_2_321,6413
FOODS_3_315,6408
FOODS_2_177,6395
HOUSEHOLD_2_139,6376
FOODS_3_425,6366
FOODS_3_218,6362
FOODS_3_251,6351
HOUSEHOLD_2_451,6346
HOUSEHOLD_1_406,6345
HOUSEHOLD_1_154,6341
HOBBIES_1_308,6314
HOBBIES_1_041,6311
HOBBIES_2_117,6300
FOODS_3_340,6288
HOUSEHOLD_1_390,6281
HOUSEHOLD_1_384,6280
FOODS_1_034,6276
HOUSEHOLD_2_012,6260
HOUSEHOLD_2_356,6251
FOODS_2_329,6248
HOUSEHOLD_2_452,6238
FOODS_2_091,6238
FOODS_3_554,6227
FOODS_2_169,6224
FOODS_2_248,6220
HOBBIES_2_089,6196
FOODS_3_518,6182
FOODS_2_335,6176
HOUSEHOLD_2_444,6176
HOBBIES_1_088,6173
HOBBIES_2_076,6170
FOODS_2_312,6167
HOUSEHOLD_2_016,6166
HOUSEHOLD_2_312,6161
HOBBIES_1_296,6158
FOODS_2_117,6143
FOODS_2_133,6141
HOUSEHOLD_2_215,6137
FOODS_3_416,6135
HOBBIES_2_003,6117
FOODS_1_158,6111
HOUSEHOLD_2_117,6106
HOBBIES_2_053,6102
FOODS_2_296,6098
FOODS_1_010,6097
HOBBIES_1_031,6097
FOODS_3_379,6095
HOBBIES_2_131,6078
HOUSEHOLD_2_281,6077
FOODS_3_145,6062
FOODS_2_228,6058
FOODS_2_366,6048
HOUSEHOLD_2_289,6048
FOODS_3_778,6044
HOUSEHOLD_1_213,6035
FOODS_2_095,6030
HOUSEHOLD_1_371,6030
FOODS_1_136,6019
FOODS_3_193,6018
HOUSEHOLD_2_310,6018
FOODS_3_623,6013
FOODS_3_762,6012
HOBBIES_1_119,6004
FOODS_3_188,5970
FOODS_1_164,5955
FOODS_2_246,5953
HOUSEHOLD_2_298,5951
HOBBIES_1_145,5940
HOBBIES_1_038,5934
FOODS_3_754,5932
HOUSEHOLD_2_355,5928
FOODS_2_363,5920
FOODS_2_227,5919
HOBBIES_2_085,5917
FOODS_2_200,5907
HOUSEHOLD_1_442,5903
HOUSEHOLD_1_464,5892
HOUSEHOLD_2_347,5890
FOODS_3_072,5889
HOUSEHOLD_2_500,5883
HOUSEHOLD_2_155,5870
FOODS_3_158,5865
HOUSEHOLD_2_246,5861
FOODS_3_457,5859
HOUSEHOLD_2_228,5858
HOUSEHOLD_1_467,5855
