date,store_id,cat_id,actual_sales,predicted_sales
2016-04-15,TX_2,HOBBIES,360,402.6506643717016
2016-04-16,TX_2,HOBBIES,407,440.70156561844664
2016-04-17,TX_2,HOBBIES,468,449.5832124345938
2016-04-18,TX_2,HOBBIES,328,350.4412656422368
2016-04-19,TX_2,HOBBIES,299,350.0483409696964
2016-04-20,TX_2,HOBBIES,373,355.69667234029004
2016-04-21,TX_2,HOBBIES,340,358.2386590287117
2016-04-22,TX_2,HOBBIES,388,400.25811103932347
2016-04-23,TX_2,HOBBIES,436,419.96799050893935
2016-04-24,TX_2,HOBBIES,413,418.26996453717663
2016-03-28,TX_2,HOUSEHOLD,956,895.5693023530132
2016-03-29,TX_2,HOUSEHOLD,795,901.4297309292855
2016-03-30,TX_2,HOUSEHOLD,809,902.9419453408683
2016-03-31,TX_2,HOUSEHOLD,877,889.4975363870378
2016-04-01,TX_2,HOUSEHOLD,989,1072.8427689466416
2016-04-02,TX_2,HOUSEHOLD,1266,1174.6898513851518
2016-04-03,TX_2,HOUSEHOLD,1225,1283.5561930721485
2016-04-04,TX_2,HOUSEHOLD,950,1027.8496163580887
2016-04-05,TX_2,HOUSEHOLD,985,904.0290374939598
2016-04-06,TX_2,HOUSEHOLD,761,863.8657115386413
2016-04-07,TX_2,HOUSEHOLD,962,859.9149518447816
2016-04-08,TX_2,HOUSEHOLD,921,1072.403643826807
2016-04-09,TX_2,HOUSEHOLD,1255,1219.5154373889416
2016-04-10,TX_2,HOUSEHOLD,1174,1250.4466985685283
2016-04-11,TX_2,HOUSEHOLD,1000,967.838753694022
2016-04-12,TX_2,HOUSEHOLD,796,932.7353121507482
2016-04-13,TX_2,HOUSEHOLD,829,791.4497901264835
2016-04-14,TX_2,HOUSEHOLD,997,883.2062375167764
2016-04-15,TX_2,HOUSEHOLD,988,998.0376472441001
2016-04-16,TX_2,HOUSEHOLD,1273,1215.1474406917828
2016-04-17,TX_2,HOUSEHOLD,1309,1230.2534158117403
2016-04-18,TX_2,HOUSEHOLD,715,980.568620198961
2016-04-19,TX_2,HOUSEHOLD,988,803.6468053666473
2016-04-20,TX_2,HOUSEHOLD,815,904.3404027934569
2016-04-21,TX_2,HOUSEHOLD,867,848.952396462659
2016-04-22,TX_2,HOUSEHOLD,967,1014.9085886698526
2016-04-23,TX_2,HOUSEHOLD,1117,1187.816929700426
2016-04-24,TX_2,HOUSEHOLD,1026,1171.2312912058464
2016-03-28,TX_3,FOODS,2376,2225.7008549266893
2016-03-29,TX_3,FOODS,1821,2219.865634438202
2016-03-30,TX_3,FOODS,1787,1976.9004360615434
2016-03-31,TX_3,FOODS,1983,2085.092967178124
2016-04-01,TX_3,FOODS,2742,2435.517020563259
2016-04-02,TX_3,FOODS,2559,3063.533502628753
2016-04-03,TX_3,FOODS,2982,2939.5525907276683
2016-04-04,TX_3,FOODS,2279,2680.48137318335
2016-04-05,TX_3,FOODS,2343,2201.8965279012828
2016-04-06,TX_3,FOODS,2473,2231.8982858872982
2016-04-07,TX_3,FOODS,2450,2379.118638489041
2016-04-08,TX_3,FOODS,2379,2703.017322254103
2016-04-09,TX_3,FOODS,2968,2844.563163664801
2016-04-10,TX_3,FOODS,3026,3070.8202380577623
2016-04-11,TX_3,FOODS,2671,2540.1300500070506
2016-04-12,TX_3,FOODS,2669,2486.4226354053167
2016-04-13,TX_3,FOODS,2381,2459.0984127580346
2016-04-14,TX_3,FOODS,2361,2363.9102662099895
2016-04-15,TX_3,FOODS,2396,2544.250395679322
2016-04-16,TX_3,FOODS,2737,2735.296623711029
2016-04-17,TX_3,FOODS,2867,2970.9888948636317
2016-04-18,TX_3,FOODS,2132,2357.424857400718
2016-04-19,TX_3,FOODS,2513,2063.9867122186733
2016-04-20,TX_3,FOODS,2212,2247.081908327655
2016-04-21,TX_3,FOODS,2151,2121.307263510868
2016-04-22,TX_3,FOODS,2370,2507.879498236306
2016-04-23,TX_3,FOODS,2600,2779.3246876269595
2016-04-24,TX_3,FOODS,2421,2806.1188396835696
2016-03-28,TX_3,HOBBIES,307,335.15862434449525
2016-03-29,TX_3,HOBBIES,318,328.87976928214584
2016-03-30,TX_3,HOBBIES,349,340.31801900605046
2016-03-31,TX_3,HOBBIES,347,352.2614524381279
2016-04-01,TX_3,HOBBIES,489,437.64140531764735
2016-04-02,TX_3,HOBBIES,485,452.9454612268993
2016-04-03,TX_3,HOBBIES,501,441.59523669778565
2016-04-04,TX_3,HOBBIES,412,351.70912226428317
2016-04-05,TX_3,HOBBIES,341,351.30420543131845
2016-04-06,TX_3,HOBBIES,376,348.91498570828566
2016-04-07,TX_3,HOBBIES,362,345.8135288130115
2016-04-08,TX_3,HOBBIES,397,414.84297985441333
2016-04-09,TX_3,HOBBIES,418,450.58461575738943
2016-04-10,TX_3,HOBBIES,462,449.11063915883153
2016-04-11,TX_3,HOBBIES,401,385.238147894374
2016-04-12,TX_3,HOBBIES,418,347.1918572673648
2016-04-13,TX_3,HOBBIES,385,359.05825931623724
2016-04-14,TX_3,HOBBIES,370,364.682922138765
2016-04-15,TX_3,HOBBIES,489,399.13069112552824
2016-04-16,TX_3,HOBBIES,444,466.8356168014893
2016-04-17,TX_3,HOBBIES,546,473.3330841672849
2016-04-18,TX_3,HOBBIES,286,380.5761378622341
2016-04-19,TX_3,HOBBIES,434,349.5222291994073
2016-04-20,TX_3,HOBBIES,334,389.5297109260662
2016-04-21,TX_3,HOBBIES,323,351.8611043609291
2016-04-22,TX_3,HOBBIES,397,406.12377125501996
2016-04-23,TX_3,HOBBIES,497,464.3635905045571
2016-04-24,TX_3,HOBBIES,481,465.2385072865507
2016-03-28,TX_3,HOUSEHOLD,854,832.5403952464117
2016-03-29,TX_3,HOUSEHOLD,785,825.9454708865431
2016-03-30,TX_3,HOUSEHOLD,754,821.9422856774079
2016-03-31,TX_3,HOUSEHOLD,990,876.8392393247188
2016-04-01,TX_3,HOUSEHOLD,1119,1021.7917184777932
2016-04-02,TX_3,HOUSEHOLD,1248,1202.921191058751
2016-04-03,TX_3,HOUSEHOLD,1123,1115.3026092323382
2016-04-04,TX_3,HOUSEHOLD,983,945.2447798015145
2016-04-05,TX_3,HOUSEHOLD,846,843.1452936479536
2016-04-06,TX_3,HOUSEHOLD,922,798.655557913754
2016-04-07,TX_3,HOUSEHOLD,893,948.3134957938256
2016-04-08,TX_3,HOUSEHOLD,941,997.1240048593104
2016-04-09,TX_3,HOUSEHOLD,1086,1191.4608200267583
2016-04-10,TX_3,HOUSEHOLD,1147,1079.7631303384203
2016-04-11,TX_3,HOUSEHOLD,901,937.805705151501
2016-04-12,TX_3,HOUSEHOLD,818,857.9937952812355
2016-04-13,TX_3,HOUSEHOLD,728,840.0942558081618
2016-04-14,TX_3,HOUSEHOLD,786,767.2383382307597
2016-04-15,TX_3,HOUSEHOLD,934,920.2501128501139
2016-04-16,TX_3,HOUSEHOLD,1080,1094.7510119357164
2016-04-17,TX_3,HOUSEHOLD,1106,1100.313234545226
2016-04-18,TX_3,HOUSEHOLD,729,891.9244316875761
2016-04-19,TX_3,HOUSEHOLD,991,757.8942452150245
2016-04-20,TX_3,HOUSEHOLD,769,854.1886531496754
2016-04-21,TX_3,HOUSEHOLD,906,778.2964649209171
2016-04-22,TX_3,HOUSEHOLD,924,948.2766867052912
2016-04-23,TX_3,HOUSEHOLD,986,1070.462712855032
2016-04-24,TX_3,HOUSEHOLD,1055,1016.055056508062
2016-03-28,WI_1,FOODS,2000,2392.6306301764416
2016-03-29,WI_1,FOODS,1892,1979.058167029757
2016-03-30,WI_1,FOODS,1818,2000.6130652284573
2016-03-31,WI_1,FOODS,1863,2015.17514753728
2016-04-01,WI_1,FOODS,2844,2653.4979124203855
2016-04-02,WI_1,FOODS,3394,3723.6415346829167
2016-04-03,WI_1,FOODS,3648,3582.1700776404527
2016-04-04,WI_1,FOODS,2181,2388.996006739768
2016-04-05,WI_1,FOODS,2248,2221.2609620537314
2016-04-06,WI_1,FOODS,2122,2339.253850794242
2016-04-07,WI_1,FOODS,2231,2333.185278695586
2016-04-08,WI_1,FOODS,2630,2713.163730575419
2016-04-09,WI_1,FOODS,4302,3400.3166304227275
2016-04-10,WI_1,FOODS,3520,3533.3739123378855
2016-04-11,WI_1,FOODS,2460,2501.786305423978
2016-04-12,WI_1,FOODS,2444,2445.7724480381453
2016-04-13,WI_1,FOODS,2166,2475.284277013463
2016-04-14,WI_1,FOODS,2353,2331.7275643628814
2016-04-15,WI_1,FOODS,2700,2748.580833271693
2016-04-16,WI_1,FOODS,3195,3393.5913344174146
2016-04-17,WI_1,FOODS,3501,3326.8328211599996
2016-04-18,WI_1,FOODS,2282,2358.3245432942604
2016-04-19,WI_1,FOODS,2135,2166.822896632164
2016-04-20,WI_1,FOODS,2290,2098.471430944608
2016-04-21,WI_1,FOODS,2285,2224.886416549527
2016-04-22,WI_1,FOODS,2790,2798.8191348309815
2016-04-23,WI_1,FOODS,3242,3417.6723900109278
2016-04-24,WI_1,FOODS,3317,3171.030044843663
2016-03-28,WI_1,HOBBIES,326,362.4097554816498
2016-03-29,WI_1,HOBBIES,310,339.84374380625627
2016-03-30,WI_1,HOBBIES,316,337.14811956906823
2016-03-31,WI_1,HOBBIES,291,327.30577995120825
2016-04-01,WI_1,HOBBIES,514,442.3990098151366
2016-04-02,WI_1,HOBBIES,628,677.6528698074268
2016-04-03,WI_1,HOBBIES,568,453.4532703975142
2016-04-04,WI_1,HOBBIES,370,377.311070392868
2016-04-05,WI_1,HOBBIES,355,343.4701479996665
2016-04-06,WI_1,HOBBIES,287,349.51677650025323
2016-04-07,WI_1,HOBBIES,382,350.757437404742
2016-04-08,WI_1,HOBBIES,454,445.27051664216424
2016-04-09,WI_1,HOBBIES,623,600.1571796317352
2016-04-10,WI_1,HOBBIES,467,480.850940787076
2016-04-11,WI_1,HOBBIES,332,365.66813594110573
2016-04-12,WI_1,HOBBIES,304,348.92036808081406
2016-04-13,WI_1,HOBBIES,458,343.2661667071945
2016-04-14,WI_1,HOBBIES,333,365.651128778599
2016-04-15,WI_1,HOBBIES,375,406.64486649041845
2016-04-16,WI_1,HOBBIES,605,605.0012746304103
2016-04-17,WI_1,HOBBIES,457,469.8126946959356
2016-04-18,WI_1,HOBBIES,316,371.06132135362253
2016-04-19,WI_1,HOBBIES,387,341.7311408129738
2016-04-20,WI_1,HOBBIES,326,354.23666384926895
2016-04-21,WI_1,HOBBIES,397,340.6527180300444
2016-04-22,WI_1,HOBBIES,415,467.34394539743545
2016-04-23,WI_1,HOBBIES,503,612.1718046536213
2016-04-24,WI_1,HOBBIES,574,442.31268809330925
2016-03-28,WI_1,HOUSEHOLD,713,619.5581332052581
2016-03-29,WI_1,HOUSEHOLD,578,569.5719158763048
2016-03-30,WI_1,HOUSEHOLD,558,578.02703069057
2016-03-31,WI_1,HOUSEHOLD,704,580.5099106699188
2016-04-01,WI_1,HOUSEHOLD,1004,948.6397745815643
2016-04-02,WI_1,HOUSEHOLD,1097,1029.5157955421703
2016-04-03,WI_1,HOUSEHOLD,1154,992.3802405521911
2016-04-04,WI_1,HOUSEHOLD,617,737.9680476965502
2016-04-05,WI_1,HOUSEHOLD,628,638.9065038142355
2016-04-06,WI_1,HOUSEHOLD,587,634.9267525046168
2016-04-07,WI_1,HOUSEHOLD,675,621.0476079991516
2016-04-08,WI_1,HOUSEHOLD,782,838.353121665703
2016-04-09,WI_1,HOUSEHOLD,1257,1045.8006817369228
2016-04-10,WI_1,HOUSEHOLD,1008,1032.369910078309
2016-04-11,WI_1,HOUSEHOLD,701,722.0345673903096
2016-04-12,WI_1,HOUSEHOLD,640,666.5793928449937
2016-04-13,WI_1,HOUSEHOLD,545,641.1300109911243
2016-04-14,WI_1,HOUSEHOLD,555,629.983108663612
2016-04-15,WI_1,HOUSEHOLD,787,724.873057275223
2016-04-16,WI_1,HOUSEHOLD,1062,1012.9099080558331
2016-04-17,WI_1,HOUSEHOLD,854,1007.8370975052546
2016-04-18,WI_1,HOUSEHOLD,638,665.541970280133
2016-04-19,WI_1,HOUSEHOLD,547,607.1566159338456
2016-04-20,WI_1,HOUSEHOLD,626,556.6155794131998
2016-04-21,WI_1,HOUSEHOLD,642,591.6688607772229
2016-04-22,WI_1,HOUSEHOLD,786,805.6787678527098
2016-04-23,WI_1,HOUSEHOLD,1027,1032.4876900314678
2016-04-24,WI_1,HOUSEHOLD,983,849.7444351869289
2016-03-28,WI_2,FOODS,2853,2947.074351320097
2016-03-29,WI_2,FOODS,2765,2637.2534478598163
2016-03-30,WI_2,FOODS,2550,2817.3436953102455
2016-03-31,WI_2,FOODS,2589,3004.819047619048
2016-04-01,WI_2,FOODS,3695,3357.325959069989
2016-04-02,WI_2,FOODS,5090,4687.450112193363
2016-04-03,WI_2,FOODS,5207,4729.395467948719
2016-04-04,WI_2,FOODS,3689,3709.909112565336
2016-04-05,WI_2,FOODS,4378,3677.010826316689
2016-04-06,WI_2,FOODS,4801,3880.1462244620798
2016-04-07,WI_2,FOODS,3905,3699.806994619667
2016-04-08,WI_2,FOODS,5327,4186.998886362893
2016-04-09,WI_2,FOODS,5902,5245.433892448925
2016-04-10,WI_2,FOODS,4518,5183.331811050061
2016-04-11,WI_2,FOODS,4932,4302.389384528709
2016-04-12,WI_2,FOODS,4768,4292.016527781291
2016-04-13,WI_2,FOODS,3533,4199.006316775896
2016-04-14,WI_2,FOODS,4230,3527.4272848211403
2016-04-15,WI_2,FOODS,4836,4263.410106736243
2016-04-16,WI_2,FOODS,4175,4585.518718253968
2016-04-17,WI_2,FOODS,4157,4684.327371141841
2016-04-18,WI_2,FOODS,3206,3814.2656962185497
2016-04-19,WI_2,FOODS,3282,3335.367902184623
2016-04-20,WI_2,FOODS,3005,3196.5230998345064
2016-04-21,WI_2,FOODS,3078,3124.7502650717884
2016-04-22,WI_2,FOODS,3419,3699.908929843352
2016-04-23,WI_2,FOODS,3751,4058.622102401746
2016-04-24,WI_2,FOODS,3659,3562.9365675147087
2016-03-28,WI_2,HOBBIES,343,251.2002735401301
2016-03-29,WI_2,HOBBIES,265,253.4535994652809
2016-03-30,WI_2,HOBBIES,229,254.8256937405717
2016-03-31,WI_2,HOBBIES,338,255.47796069695994
2016-04-01,WI_2,HOBBIES,404,315.4061513937661
2016-04-02,WI_2,HOBBIES,299,340.2355901008606
2016-04-03,WI_2,HOBBIES,309,322.41269254566095
2016-04-04,WI_2,HOBBIES,303,258.557199709139
2016-04-05,WI_2,HOBBIES,241,260.35554476415973
2016-04-06,WI_2,HOBBIES,264,254.4404260007441
2016-04-07,WI_2,HOBBIES,280,252.18239096576582
2016-04-08,WI_2,HOBBIES,356,330.55632034127336
2016-04-09,WI_2,HOBBIES,420,319.15940110042806
2016-04-10,WI_2,HOBBIES,309,335.2494604169781
2016-04-11,WI_2,HOBBIES,246,259.52447491539607
2016-04-12,WI_2,HOBBIES,252,259.79100248549804
2016-04-13,WI_2,HOBBIES,197,256.2315948841605
2016-04-14,WI_2,HOBBIES,219,244.9827843945436
2016-04-15,WI_2,HOBBIES,298,277.9322851496461
2016-04-16,WI_2,HOBBIES,318,333.0694328899218
2016-04-17,WI_2,HOBBIES,321,319.7247654659893
2016-04-18,WI_2,HOBBIES,297,253.41316447925485
2016-04-19,WI_2,HOBBIES,250,258.08499202137745
2016-04-20,WI_2,HOBBIES,276,253.02841678798865
2016-04-21,WI_2,HOBBIES,281,265.34221753373004
2016-04-22,WI_2,HOBBIES,303,301.85524300294475
2016-04-23,WI_2,HOBBIES,282,335.83751194018
2016-04-24,WI_2,HOBBIES,235,308.80639766784367
2016-03-28,WI_2,HOUSEHOLD,1058,909.6192658981537
2016-03-29,WI_2,HOUSEHOLD,1011,947.4822456718744
2016-03-30,WI_2,HOUSEHOLD,847,1032.1482747448918
2016-03-31,WI_2,HOUSEHOLD,981,1056.1678291251274
2016-04-01,WI_2,HOUSEHOLD,2047,1441.279361130929
2016-04-02,WI_2,HOUSEHOLD,1680,1506.1892180322009
2016-04-03,WI_2,HOUSEHOLD,1437,1406.070549333592
2016-04-04,WI_2,HOUSEHOLD,1018,1211.0183461161896
2016-04-05,WI_2,HOUSEHOLD,1061,1066.3543347511995
2016-04-06,WI_2,HOUSEHOLD,1078,1197.959551416884
2016-04-07,WI_2,HOUSEHOLD,1157,1159.515292047047
2016-04-08,WI_2,HOUSEHOLD,1012,1340.7044911322002
2016-04-09,WI_2,HOUSEHOLD,1530,1368.5186916485864
2016-04-10,WI_2,HOUSEHOLD,1185,1444.5002904829366
2016-04-11,WI_2,HOUSEHOLD,1049,1008.8455887289423
2016-04-12,WI_2,HOUSEHOLD,914,1037.622169558349
2016-04-13,WI_2,HOUSEHOLD,854,954.0343874029242
2016-04-14,WI_2,HOUSEHOLD,814,962.2277236126745
2016-04-15,WI_2,HOUSEHOLD,1125,991.879658951828
2016-04-16,WI_2,HOUSEHOLD,1086,1306.0233509335342
2016-04-17,WI_2,HOUSEHOLD,1088,1160.9376923351788
2016-04-18,WI_2,HOUSEHOLD,844,969.5196486024695
2016-04-19,WI_2,HOUSEHOLD,932,845.2056125960444
2016-04-20,WI_2,HOUSEHOLD,913,853.3217676206299
2016-04-21,WI_2,HOUSEHOLD,1034,836.1269714474557
2016-04-22,WI_2,HOUSEHOLD,1266,1212.8336229767312
2016-04-23,WI_2,HOUSEHOLD,1371,1238.9521985517792
2016-04-24,WI_2,HOUSEHOLD,1233,1130.363057879857
2016-03-28,WI_3,FOODS,2026,2273.8439603082666
2016-03-29,WI_3,FOODS,2478,2048.9606725066255
2016-03-30,WI_3,FOODS,2050,2035.0301936818057
2016-03-31,WI_3,FOODS,2003,2172.3398128375065
2016-04-01,WI_3,FOODS,2684,2691.769900396044
2016-04-02,WI_3,FOODS,3728,3693.1689773455105
2016-04-03,WI_3,FOODS,4031,3829.0528045307683
2016-04-04,WI_3,FOODS,2500,2778.0994158190915
2016-04-05,WI_3,FOODS,2968,2717.077472361965
2016-04-06,WI_3,FOODS,2934,2754.264877238972
2016-04-07,WI_3,FOODS,2441,2696.2546108152574
2016-04-08,WI_3,FOODS,2997,2984.7934920834145
2016-04-09,WI_3,FOODS,4158,3767.5452036260294
2016-04-10,WI_3,FOODS,3619,3744.028038861442
2016-04-11,WI_3,FOODS,3068,2945.78573019134
2016-04-12,WI_3,FOODS,3172,3094.185217916034
2016-04-13,WI_3,FOODS,2320,2691.9288706148923
2016-04-14,WI_3,FOODS,2752,2603.677871951342
2016-04-15,WI_3,FOODS,3420,2970.3083752011153
2016-04-16,WI_3,FOODS,3599,3764.0434623311944
2016-04-17,WI_3,FOODS,3267,3507.3077652597212
2016-04-18,WI_3,FOODS,2612,2498.237782896606
2016-04-19,WI_3,FOODS,2377,2372.3962134865083
2016-04-20,WI_3,FOODS,2232,2187.9172103822984
2016-04-21,WI_3,FOODS,2308,2278.177572040722
2016-04-22,WI_3,FOODS,2665,2894.6712931136276
2016-04-23,WI_3,FOODS,3240,3407.2289599700143
2016-04-24,WI_3,FOODS,3107,3226.0484542801337
2016-03-28,WI_3,HOBBIES,212,218.72162636292975
2016-03-29,WI_3,HOBBIES,221,221.79593854664043
2016-03-30,WI_3,HOBBIES,172,227.93379520298566
2016-03-31,WI_3,HOBBIES,300,244.47565380925997
2016-04-01,WI_3,HOBBIES,390,302.9576553089517
2016-04-02,WI_3,HOBBIES,337,309.11557514636627
2016-04-03,WI_3,HOBBIES,291,279.61126509922894
2016-04-04,WI_3,HOBBIES,286,237.12648324990977
2016-04-05,WI_3,HOBBIES,220,236.8432891397249
2016-04-06,WI_3,HOBBIES,171,234.62653508113152
2016-04-07,WI_3,HOBBIES,203,240.5669606050039
2016-04-08,WI_3,HOBBIES,339,268.5444483955626
2016-04-09,WI_3,HOBBIES,399,318.9822512423463
2016-04-10,WI_3,HOBBIES,296,296.3499289547373
2016-04-11,WI_3,HOBBIES,222,249.34481758120157
2016-04-12,WI_3,HOBBIES,304,229.82555963048787
2016-04-13,WI_3,HOBBIES,306,239.07484938529979
2016-04-14,WI_3,HOBBIES,313,244.63493884527674
2016-04-15,WI_3,HOBBIES,348,328.82899211307443
2016-04-16,WI_3,HOBBIES,411,333.57181757292034
2016-04-17,WI_3,HOBBIES,251,307.7454210590038
2016-04-18,WI_3,HOBBIES,174,243.34019449627033
2016-04-19,WI_3,HOBBIES,276,235.18013840402844
2016-04-20,WI_3,HOBBIES,244,255.55092214726952
2016-04-21,WI_3,HOBBIES,203,254.5757240759089
2016-04-22,WI_3,HOBBIES,296,297.30938845756697
2016-04-23,WI_3,HOBBIES,413,323.43063093280716
2016-04-24,WI_3,HOBBIES,251,278.39325375763974
2016-03-28,WI_3,HOUSEHOLD,725,710.5715649200848
2016-03-29,WI_3,HOUSEHOLD,696,654.9474476574661
2016-03-30,WI_3,HOUSEHOLD,639,701.4129032391477
2016-03-31,WI_3,HOUSEHOLD,705,704.5098995048204
2016-04-01,WI_3,HOUSEHOLD,1180,951.9850660595108
2016-04-02,WI_3,HOUSEHOLD,1153,1152.746006220178
2016-04-03,WI_3,HOUSEHOLD,1152,1085.9816471590332
2016-04-04,WI_3,HOUSEHOLD,764,820.1184569201912
2016-04-05,WI_3,HOUSEHOLD,722,737.1250647741814
2016-04-06,WI_3,HOUSEHOLD,745,691.4459288507263
2016-04-07,WI_3,HOUSEHOLD,783,728.5159074543157
2016-04-08,WI_3,HOUSEHOLD,843,868.9801452449078
2016-04-09,WI_3,HOUSEHOLD,1078,1030.1038118537756
2016-04-10,WI_3,HOUSEHOLD,1053,1077.72433572576
2016-04-11,WI_3,HOUSEHOLD,753,760.8686940204054
2016-04-12,WI_3,HOUSEHOLD,661,704.9415618318651
2016-04-13,WI_3,HOUSEHOLD,506,661.7831791479116
2016-04-14,WI_3,HOUSEHOLD,599,659.9662789127506
2016-04-15,WI_3,HOUSEHOLD,845,781.5749505704116
2016-04-16,WI_3,HOUSEHOLD,887,998.419666878787
2016-04-17,WI_3,HOUSEHOLD,1003,917.9723647168744
2016-04-18,WI_3,HOUSEHOLD,770,685.2419604289992
2016-04-19,WI_3,HOUSEHOLD,678,665.4000305264545
2016-04-20,WI_3,HOUSEHOLD,683,627.7991930755592
2016-04-21,WI_3,HOUSEHOLD,715,644.8301698414464
2016-04-22,WI_3,HOUSEHOLD,867,864.9709466909959
2016-04-23,WI_3,HOUSEHOLD,1033,947.9734315286146
2016-04-24,WI_3,HOUSEHOLD,967,928.2745678287768
