date,store_id,state_id,cat_id,total_sales,average_price
2012-05-06,TX_2,TX,HOBBIES,428,4.570613333333333
2012-05-06,CA_4,CA,HOBBIES,244,4.747975830815711
2012-05-06,TX_1,TX,HOUSEHOLD,791,5.523347889374089
2012-05-06,CA_3,CA,HOBBIES,449,4.749258241758242
2012-05-06,TX_1,TX,HOBBIES,278,4.621945205479452
2012-05-06,WI_3,WI,HOUSEHOLD,710,5.532623906705538
2012-05-06,WI_3,WI,HOBBIES,276,4.6510427807486625
2012-05-06,CA_2,CA,HOBBIES,432,4.735972602739725
2012-05-06,TX_3,TX,FOODS,2766,3.240775026910657
2012-05-06,TX_2,TX,HOUSEHOLD,856,5.5009752547307125
2012-05-06,CA_3,CA,FOODS,4936,3.249749478079332
2012-05-06,WI_2,WI,HOUSEHOLD,346,5.571481481481481
2012-05-06,TX_3,TX,HOUSEHOLD,575,5.535339233038346
2012-05-06,CA_2,CA,FOODS,2528,3.0573417721518994
2012-05-06,CA_4,CA,HOUSEHOLD,317,5.625846153846153
2012-05-06,CA_1,CA,FOODS,4314,3.305672877846792
2012-05-06,WI_1,WI,FOODS,1162,3.02971186440678
2012-05-06,CA_2,CA,HOUSEHOLD,1038,5.547994100294985
2012-05-06,TX_3,TX,HOBBIES,238,4.7948626373626375
2012-05-06,TX_1,TX,FOODS,3360,3.2243711340206187
2012-05-06,WI_1,WI,HOBBIES,290,4.76
2012-05-06,CA_1,CA,HOUSEHOLD,763,5.5776496350364955
2012-05-06,WI_3,WI,FOODS,4361,3.3185216473072865
2012-05-06,CA_1,CA,HOBBIES,618,4.5947154471544716
2012-05-06,CA_4,CA,FOODS,1902,3.294482390608326
2012-05-06,WI_2,WI,HOBBIES,122,4.769217877094972
2012-05-06,CA_3,CA,HOUSEHOLD,1018,5.5723680241327305
2012-05-07,CA_2,CA,HOBBIES,244,4.735972602739725
2012-05-07,WI_2,WI,FOODS,1296,3.2263340807174887
2012-05-07,TX_2,TX,FOODS,3567,3.216153846153847
2012-05-07,TX_3,TX,HOUSEHOLD,450,5.535339233038346
2012-05-07,WI_2,WI,HOBBIES,152,4.769217877094972
2012-05-07,WI_3,WI,HOBBIES,252,4.6510427807486625
2012-05-07,CA_1,CA,HOUSEHOLD,502,5.5776496350364955
2012-05-07,CA_2,CA,FOODS,1731,3.0573417721518994
2012-05-07,WI_3,WI,FOODS,3068,3.3185216473072865
2012-05-07,TX_3,TX,HOBBIES,196,4.7948626373626375
2012-05-07,WI_1,WI,HOBBIES,195,4.76
2012-05-07,TX_1,TX,HOUSEHOLD,459,5.523347889374089
2012-05-07,CA_4,CA,HOBBIES,135,4.747975830815711
2012-05-07,TX_3,TX,FOODS,2610,3.240775026910657
2012-05-07,TX_2,TX,HOBBIES,285,4.570613333333333
2012-05-07,CA_3,CA,HOUSEHOLD,933,5.5723680241327305
2012-05-07,CA_2,CA,HOUSEHOLD,625,5.547994100294985
2012-05-07,CA_3,CA,HOBBIES,261,4.749258241758242
2012-05-07,WI_1,WI,HOUSEHOLD,344,5.57824224519941
2012-05-07,WI_3,WI,HOUSEHOLD,574,5.532623906705538
2012-05-07,TX_1,TX,FOODS,2692,3.2243711340206187
2012-05-07,TX_1,TX,HOBBIES,238,4.621945205479452
2012-05-07,CA_1,CA,FOODS,3578,3.305672877846792
2012-05-07,CA_4,CA,HOUSEHOLD,244,5.625846153846153
2012-05-07,CA_4,CA,FOODS,1568,3.294482390608326
2012-05-07,WI_1,WI,FOODS,906,3.02971186440678
2012-05-07,WI_2,WI,HOUSEHOLD,294,5.571481481481481
2012-05-07,CA_3,CA,FOODS,5250,3.249749478079332
2012-05-07,CA_1,CA,HOBBIES,246,4.5947154471544716
2012-05-07,TX_2,TX,HOUSEHOLD,582,5.5009752547307125
2012-05-08,WI_3,WI,FOODS,3464,3.3185216473072865
2012-05-08,CA_4,CA,HOBBIES,163,4.747975830815711
2012-05-08,WI_3,WI,HOBBIES,223,4.6510427807486625
2012-05-08,WI_2,WI,FOODS,1530,3.2263340807174887
2012-05-08,WI_1,WI,FOODS,1023,3.02971186440678
2012-05-08,TX_2,TX,HOBBIES,289,4.570613333333333
2012-05-08,CA_3,CA,FOODS,5056,3.249749478079332
2012-05-08,CA_2,CA,HOUSEHOLD,615,5.547994100294985
2012-05-08,WI_1,WI,HOBBIES,204,4.76
2012-05-08,WI_2,WI,HOBBIES,126,4.769217877094972
2012-05-08,TX_3,TX,FOODS,1906,3.240775026910657
2012-05-08,TX_3,TX,HOBBIES,152,4.7948626373626375
2012-05-08,CA_2,CA,HOBBIES,157,4.735972602739725
2012-05-08,TX_3,TX,HOUSEHOLD,424,5.535339233038346
2012-05-08,CA_3,CA,HOBBIES,264,4.749258241758242
2012-05-08,TX_1,TX,HOBBIES,184,4.621945205479452
2012-05-08,CA_4,CA,HOUSEHOLD,317,5.625846153846153
2012-05-08,CA_1,CA,HOBBIES,312,4.5947154471544716
2012-05-08,TX_2,TX,HOUSEHOLD,536,5.5009752547307125
2012-05-08,CA_1,CA,HOUSEHOLD,424,5.5776496350364955
2012-05-08,WI_3,WI,HOUSEHOLD,506,5.532623906705538
2012-05-08,TX_2,TX,FOODS,2613,3.216153846153847
2012-05-08,TX_1,TX,FOODS,2009,3.2243711340206187
2012-05-08,CA_1,CA,FOODS,2841,3.305672877846792
2012-05-08,WI_1,WI,HOUSEHOLD,318,5.57824224519941
2012-05-08,CA_3,CA,HOUSEHOLD,867,5.5723680241327305
2012-05-08,TX_1,TX,HOUSEHOLD,399,5.523347889374089
2012-05-08,CA_4,CA,FOODS,1471,3.294482390608326
2012-05-08,CA_2,CA,FOODS,1758,3.0573417721518994
2012-05-08,WI_2,WI,HOUSEHOLD,282,5.571481481481481
2012-05-09,CA_1,CA,HOBBIES,158,4.5947154471544716
2012-05-09,CA_4,CA,FOODS,1464,3.294482390608326
2012-05-09,WI_3,WI,HOBBIES,254,4.6510427807486625
2012-05-09,CA_2,CA,HOBBIES,207,4.735972602739725
2012-05-09,CA_3,CA,HOBBIES,338,4.749258241758242
2012-05-09,TX_1,TX,FOODS,1982,3.2243711340206187
2012-05-09,CA_2,CA,FOODS,1644,3.0573417721518994
2012-05-09,CA_1,CA,FOODS,2946,3.305672877846792
2012-05-09,TX_2,TX,FOODS,2975,3.216153846153847
2012-05-09,TX_1,TX,HOBBIES,126,4.621945205479452
2012-05-09,TX_1,TX,HOUSEHOLD,446,5.523347889374089
2012-05-09,CA_2,CA,HOUSEHOLD,542,5.547994100294985
2012-05-09,WI_1,WI,HOBBIES,190,4.76
2012-05-09,WI_2,WI,HOBBIES,98,4.769217877094972
2012-05-09,CA_3,CA,HOUSEHOLD,841,5.5723680241327305
2012-05-09,CA_4,CA,HOBBIES,183,4.747975830815711
2012-05-09,WI_2,WI,FOODS,1678,3.2263340807174887
2012-05-09,TX_3,TX,HOBBIES,153,4.7948626373626375
2012-05-09,TX_2,TX,HOUSEHOLD,595,5.5009752547307125
2012-05-09,WI_1,WI,FOODS,929,3.02971186440678
2012-05-09,CA_4,CA,HOUSEHOLD,238,5.625846153846153
2012-05-09,WI_3,WI,HOUSEHOLD,495,5.532623906705538
2012-05-09,TX_2,TX,HOBBIES,383,4.570613333333333
2012-05-09,TX_3,TX,HOUSEHOLD,397,5.535339233038346
2012-05-09,CA_1,CA,HOUSEHOLD,397,5.5776496350364955
2012-05-09,WI_3,WI,FOODS,3526,3.3185216473072865
2012-05-09,CA_3,CA,FOODS,4276,3.249749478079332
2012-05-09,TX_3,TX,FOODS,2108,3.240775026910657
2012-05-09,WI_1,WI,HOUSEHOLD,348,5.57824224519941
2012-05-09,WI_2,WI,HOUSEHOLD,287,5.571481481481481
2012-05-10,CA_3,CA,HOUSEHOLD,689,5.5723680241327305
2012-05-10,TX_1,TX,HOUSEHOLD,475,5.523347889374089
2012-05-10,TX_2,TX,HOBBIES,238,4.570613333333333
2012-05-10,CA_4,CA,HOBBIES,175,4.747975830815711
2012-05-10,CA_1,CA,HOBBIES,345,4.5947154471544716
2012-05-10,CA_4,CA,HOUSEHOLD,241,5.625846153846153
2012-05-10,CA_1,CA,FOODS,2947,3.305672877846792
2012-05-10,WI_1,WI,HOBBIES,226,4.76
2012-05-10,CA_4,CA,FOODS,1401,3.294482390608326
2012-05-10,TX_1,TX,FOODS,1904,3.2243711340206187
2012-05-10,WI_1,WI,HOUSEHOLD,316,5.57824224519941
2012-05-10,WI_3,WI,HOUSEHOLD,418,5.532623906705538
2012-05-10,CA_1,CA,HOUSEHOLD,443,5.5776496350364955
2012-05-10,TX_3,TX,HOUSEHOLD,368,5.535339233038346
2012-05-10,WI_2,WI,HOUSEHOLD,269,5.571481481481481
2012-05-10,TX_3,TX,HOBBIES,145,4.7948626373626375
2012-05-10,WI_2,WI,HOBBIES,179,4.769217877094972
2012-05-10,WI_3,WI,HOBBIES,180,4.6510427807486625
2012-05-10,TX_2,TX,HOUSEHOLD,496,5.5009752547307125
2012-05-10,CA_2,CA,HOUSEHOLD,505,5.547994100294985
2012-05-10,CA_3,CA,HOBBIES,310,4.749258241758242
2012-05-10,TX_2,TX,FOODS,2461,3.216153846153847
2012-05-10,TX_3,TX,FOODS,1821,3.240775026910657
2012-05-10,WI_2,WI,FOODS,1361,3.2263340807174887
2012-05-10,WI_1,WI,FOODS,1004,3.02971186440678
2012-05-10,WI_3,WI,FOODS,2777,3.3185216473072865
2012-05-10,CA_2,CA,HOBBIES,218,4.735972602739725
2012-05-10,CA_3,CA,FOODS,4381,3.249749478079332
2012-05-10,TX_1,TX,HOBBIES,187,4.621945205479452
2012-05-10,CA_2,CA,FOODS,1684,3.0573417721518994
2012-05-11,TX_2,TX,HOUSEHOLD,604,5.5009752547307125
2012-05-11,CA_2,CA,FOODS,2093,3.0573417721518994
2012-05-11,WI_1,WI,FOODS,1271,3.02971186440678
2012-05-11,WI_3,WI,HOBBIES,316,4.6510427807486625
2012-05-11,WI_3,WI,HOUSEHOLD,531,5.532623906705538
2012-05-11,TX_1,TX,FOODS,2194,3.2243711340206187
2012-05-11,TX_1,TX,HOUSEHOLD,498,5.523347889374089
2012-05-11,CA_3,CA,FOODS,4320,3.249749478079332
2012-05-11,TX_1,TX,HOBBIES,143,4.621945205479452
2012-05-11,WI_1,WI,HOUSEHOLD,360,5.57824224519941
2012-05-11,WI_2,WI,HOUSEHOLD,309,5.571481481481481
2012-05-11,TX_2,TX,HOBBIES,254,4.570613333333333
2012-05-11,TX_3,TX,FOODS,2047,3.240775026910657
2012-05-11,CA_4,CA,HOBBIES,179,4.747975830815711
2012-05-11,WI_3,WI,FOODS,3878,3.3185216473072865
2012-05-11,CA_1,CA,HOUSEHOLD,490,5.5776496350364955
2012-05-11,WI_2,WI,HOBBIES,108,4.769217877094972
2012-05-11,TX_2,TX,FOODS,2885,3.216153846153847
2012-05-11,WI_2,WI,FOODS,1739,3.2263340807174887
2012-05-11,CA_3,CA,HOBBIES,348,4.749258241758242
2012-05-11,CA_1,CA,HOBBIES,288,4.5947154471544716
2012-05-11,CA_4,CA,FOODS,1649,3.294482390608326
2012-05-11,TX_3,TX,HOUSEHOLD,468,5.535339233038346
2012-05-11,WI_1,WI,HOBBIES,247,4.76
2012-05-11,CA_3,CA,HOUSEHOLD,853,5.5723680241327305
2012-05-11,CA_2,CA,HOBBIES,218,4.735972602739725
2012-05-11,CA_4,CA,HOUSEHOLD,226,5.625846153846153
2012-05-11,CA_1,CA,FOODS,3515,3.305672877846792
2012-05-11,CA_2,CA,HOUSEHOLD,605,5.547994100294985
2012-05-11,TX_3,TX,HOBBIES,178,4.7948626373626375
2012-05-12,TX_3,TX,FOODS,2829,3.2316791443850272
2012-05-12,WI_2,WI,HOBBIES,162,4.72032967032967
2012-05-12,WI_3,WI,HOUSEHOLD,708,5.525508720930231
2012-05-12,WI_3,WI,FOODS,5025,3.325105263157895
2012-05-12,CA_2,CA,FOODS,2403,3.0543977591036424
2012-05-12,TX_2,TX,HOBBIES,324,4.582978723404255
2012-05-12,WI_1,WI,HOUSEHOLD,555,5.573308823529412
2012-05-12,TX_2,TX,HOUSEHOLD,771,5.503323657474602
2012-05-12,CA_4,CA,HOUSEHOLD,307,5.625506134969324
2012-05-12,CA_4,CA,FOODS,1655,3.2892046659597027
2012-05-12,WI_1,WI,FOODS,1468,3.02814502529511
2012-05-12,CA_4,CA,HOBBIES,168,4.7464371257485025
2012-05-12,CA_1,CA,HOBBIES,312,4.60392
2012-05-12,WI_3,WI,HOBBIES,315,4.652739361702127
2012-05-12,CA_3,CA,HOUSEHOLD,1066,5.569759398496241
2012-05-12,CA_2,CA,HOUSEHOLD,912,5.5375624082232004
2012-05-12,TX_1,TX,HOUSEHOLD,651,5.519855072463768
2012-05-12,TX_3,TX,HOBBIES,176,4.778005464480875
2012-05-12,TX_1,TX,HOBBIES,205,4.631684782608696
2012-05-12,TX_1,TX,FOODS,2858,3.2144809866392605
2012-05-12,WI_2,WI,FOODS,1760,3.2340989010989016
2012-05-12,WI_2,WI,HOUSEHOLD,402,5.568952802359882
2012-05-12,CA_3,CA,HOBBIES,412,4.755286103542234
2012-05-12,TX_2,TX,FOODS,3858,3.2229622063329937
2012-05-12,CA_1,CA,HOUSEHOLD,715,5.564229651162791
2012-05-12,CA_3,CA,FOODS,5097,3.249170124481328
2012-05-12,WI_1,WI,HOBBIES,346,4.701612021857924
2012-05-12,TX_3,TX,HOUSEHOLD,599,5.542108345534407
2012-05-12,CA_1,CA,FOODS,4519,3.303367662203914
2012-05-12,CA_2,CA,HOBBIES,294,4.721222826086956
2012-05-13,TX_2,TX,HOBBIES,330,4.582978723404255
2012-05-13,TX_3,TX,HOBBIES,195,4.778005464480875
2012-05-13,TX_3,TX,FOODS,2598,3.2316791443850272
2012-05-13,TX_1,TX,HOUSEHOLD,601,5.519855072463768
2012-05-13,WI_2,WI,FOODS,1033,3.2340989010989016
2012-05-13,WI_2,WI,HOUSEHOLD,253,5.568952802359882
2012-05-13,CA_2,CA,HOUSEHOLD,751,5.5375624082232004
2012-05-13,CA_1,CA,HOUSEHOLD,609,5.564229651162791
2012-05-13,CA_1,CA,FOODS,3435,3.303367662203914
2012-05-13,TX_3,TX,HOUSEHOLD,467,5.542108345534407
2012-05-13,CA_3,CA,FOODS,4155,3.249170124481328
2012-05-13,CA_4,CA,FOODS,1471,3.2892046659597027
2012-05-13,WI_1,WI,FOODS,1138,3.02814502529511
2012-05-13,CA_4,CA,HOBBIES,143,4.7464371257485025
2012-05-13,CA_1,CA,HOBBIES,346,4.60392
2012-05-13,CA_4,CA,HOUSEHOLD,219,5.625506134969324
2012-05-13,CA_2,CA,FOODS,2198,3.0543977591036424
2012-05-13,WI_2,WI,HOBBIES,90,4.72032967032967
2012-05-13,CA_3,CA,HOUSEHOLD,938,5.569759398496241
2012-05-13,WI_1,WI,HOUSEHOLD,355,5.573308823529412
2012-05-13,TX_2,TX,HOUSEHOLD,647,5.503323657474602
2012-05-13,TX_1,TX,FOODS,2846,3.2144809866392605
2012-05-13,WI_3,WI,HOBBIES,192,4.652739361702127
2012-05-13,WI_1,WI,HOBBIES,264,4.701612021857924
2012-05-13,CA_3,CA,HOBBIES,325,4.755286103542234
2012-05-13,WI_3,WI,FOODS,3438,3.325105263157895
2012-05-13,CA_2,CA,HOBBIES,217,4.721222826086956
2012-05-13,TX_1,TX,HOBBIES,204,4.631684782608696
2012-05-13,TX_2,TX,FOODS,3789,3.2229622063329937
2012-05-13,WI_3,WI,HOUSEHOLD,522,5.525508720930231
2012-05-14,CA_1,CA,HOUSEHOLD,446,5.564229651162791
2012-05-14,CA_3,CA,HOUSEHOLD,1013,5.569759398496241
2012-05-14,CA_2,CA,FOODS,1559,3.0543977591036424
2012-05-14,WI_2,WI,HOBBIES,180,4.72032967032967
2012-05-14,CA_3,CA,FOODS,4169,3.249170124481328
2012-05-14,TX_2,TX,HOBBIES,327,4.582978723404255
2012-05-14,CA_4,CA,HOBBIES,200,4.7464371257485025
2012-05-14,TX_3,TX,HOBBIES,163,4.778005464480875
2012-05-14,WI_3,WI,FOODS,4432,3.325105263157895
2012-05-14,CA_1,CA,HOBBIES,212,4.60392
2012-05-14,TX_2,TX,HOUSEHOLD,642,5.503323657474602
2012-05-14,WI_1,WI,HOBBIES,150,4.701612021857924
2012-05-14,CA_3,CA,HOBBIES,301,4.755286103542234
2012-05-14,TX_3,TX,FOODS,2192,3.2316791443850272
2012-05-14,WI_2,WI,HOUSEHOLD,290,5.568952802359882
2012-05-14,WI_1,WI,HOUSEHOLD,343,5.573308823529412
2012-05-14,WI_2,WI,FOODS,1548,3.2340989010989016
2012-05-14,TX_1,TX,HOBBIES,141,4.631684782608696
2012-05-14,CA_1,CA,FOODS,2739,3.303367662203914
2012-05-14,WI_1,WI,FOODS,957,3.02814502529511
2012-05-14,CA_4,CA,HOUSEHOLD,258,5.625506134969324
2012-05-14,CA_4,CA,FOODS,1494,3.2892046659597027
2012-05-14,TX_2,TX,FOODS,3093,3.2229622063329937
2012-05-14,WI_3,WI,HOUSEHOLD,539,5.525508720930231
2012-05-14,TX_1,TX,HOUSEHOLD,548,5.519855072463768
2012-05-14,TX_3,TX,HOUSEHOLD,493,5.542108345534407
2012-05-14,CA_2,CA,HOUSEHOLD,571,5.5375624082232004
2012-05-14,TX_1,TX,FOODS,2194,3.2144809866392605
2012-05-14,WI_3,WI,HOBBIES,231,4.652739361702127
2012-05-14,CA_2,CA,HOBBIES,158,4.721222826086956
2012-05-15,CA_4,CA,HOBBIES,213,4.7464371257485025
2012-05-15,WI_1,WI,FOODS,1074,3.02814502529511
2012-05-15,WI_2,WI,HOUSEHOLD,308,5.568952802359882
2012-05-15,CA_3,CA,HOBBIES,350,4.755286103542234
2012-05-15,TX_1,TX,HOUSEHOLD,447,5.519855072463768
2012-05-15,CA_4,CA,FOODS,1559,3.2892046659597027
2012-05-15,CA_1,CA,HOUSEHOLD,491,5.564229651162791
2012-05-15,TX_2,TX,HOUSEHOLD,659,5.503323657474602
2012-05-15,CA_4,CA,HOUSEHOLD,290,5.625506134969324
2012-05-15,TX_2,TX,FOODS,3146,3.2229622063329937
2012-05-15,CA_2,CA,HOBBIES,283,4.721222826086956
2012-05-15,TX_1,TX,HOBBIES,155,4.631684782608696
2012-05-15,WI_3,WI,HOBBIES,173,4.652739361702127
2012-05-15,WI_2,WI,FOODS,1892,3.2340989010989016
2012-05-15,WI_3,WI,HOUSEHOLD,453,5.525508720930231
2012-05-15,CA_1,CA,FOODS,2710,3.303367662203914
2012-05-15,TX_2,TX,HOBBIES,277,4.582978723404255
2012-05-15,TX_3,TX,FOODS,2168,3.2316791443850272
2012-05-15,TX_3,TX,HOUSEHOLD,480,5.542108345534407
2012-05-15,CA_2,CA,HOUSEHOLD,596,5.5375624082232004
2012-05-15,CA_3,CA,FOODS,4016,3.249170124481328
2012-05-15,WI_1,WI,HOBBIES,192,4.701612021857924
2012-05-15,WI_1,WI,HOUSEHOLD,367,5.573308823529412
2012-05-15,CA_1,CA,HOBBIES,228,4.60392
2012-05-15,TX_1,TX,FOODS,2272,3.2144809866392605
2012-05-15,CA_2,CA,FOODS,1501,3.0543977591036424
2012-05-15,WI_2,WI,HOBBIES,145,4.72032967032967
2012-05-15,TX_3,TX,HOBBIES,228,4.778005464480875
2012-05-15,WI_3,WI,FOODS,4178,3.325105263157895
2012-05-15,CA_3,CA,HOUSEHOLD,907,5.569759398496241
2012-05-16,WI_1,WI,HOUSEHOLD,422,5.573308823529412
2012-05-16,CA_3,CA,HOBBIES,248,4.755286103542234
2012-05-16,TX_2,TX,HOUSEHOLD,531,5.503323657474602
2012-05-16,CA_1,CA,HOBBIES,354,4.60392
2012-05-16,CA_3,CA,FOODS,3681,3.249170124481328
2012-05-16,TX_3,TX,FOODS,2087,3.2316791443850272
2012-05-16,WI_2,WI,FOODS,1494,3.2340989010989016
2012-05-16,CA_3,CA,HOUSEHOLD,823,5.569759398496241
2012-05-16,TX_2,TX,HOBBIES,222,4.582978723404255
2012-05-16,CA_1,CA,FOODS,2799,3.303367662203914
2012-05-16,TX_1,TX,FOODS,1832,3.2144809866392605
2012-05-16,WI_3,WI,FOODS,2872,3.325105263157895
2012-05-16,TX_3,TX,HOUSEHOLD,426,5.542108345534407
2012-05-16,WI_2,WI,HOBBIES,117,4.72032967032967
2012-05-16,CA_2,CA,FOODS,1459,3.0543977591036424
2012-05-16,CA_4,CA,HOUSEHOLD,273,5.625506134969324
2012-05-16,CA_4,CA,FOODS,1372,3.2892046659597027
2012-05-16,WI_1,WI,HOBBIES,212,4.701612021857924
2012-05-16,CA_2,CA,HOBBIES,272,4.721222826086956
2012-05-16,TX_2,TX,FOODS,2680,3.2229622063329937
2012-05-16,TX_1,TX,HOBBIES,178,4.631684782608696
2012-05-16,CA_4,CA,HOBBIES,254,4.7464371257485025
2012-05-16,CA_1,CA,HOUSEHOLD,417,5.564229651162791
2012-05-16,WI_2,WI,HOUSEHOLD,388,5.568952802359882
2012-05-16,TX_3,TX,HOBBIES,172,4.778005464480875
2012-05-16,WI_1,WI,FOODS,1137,3.02814502529511
2012-05-16,TX_1,TX,HOUSEHOLD,566,5.519855072463768
2012-05-16,WI_3,WI,HOUSEHOLD,491,5.525508720930231
2012-05-16,WI_3,WI,HOBBIES,260,4.652739361702127
2012-05-16,CA_2,CA,HOUSEHOLD,638,5.5375624082232004
2012-05-17,CA_2,CA,HOBBIES,181,4.721222826086956
2012-05-17,TX_1,TX,HOBBIES,167,4.631684782608696
2012-05-17,TX_3,TX,HOUSEHOLD,376,5.542108345534407
2012-05-17,WI_3,WI,HOUSEHOLD,463,5.525508720930231
2012-05-17,CA_2,CA,FOODS,1590,3.0543977591036424
2012-05-17,WI_2,WI,HOUSEHOLD,301,5.568952802359882
2012-05-17,TX_1,TX,FOODS,1821,3.2144809866392605
2012-05-17,TX_2,TX,HOBBIES,263,4.582978723404255
2012-05-17,CA_4,CA,HOBBIES,138,4.7464371257485025
2012-05-17,CA_1,CA,HOUSEHOLD,455,5.564229651162791
2012-05-17,WI_2,WI,HOBBIES,87,4.72032967032967
2012-05-17,CA_2,CA,HOUSEHOLD,556,5.5375624082232004
2012-05-17,WI_2,WI,FOODS,1291,3.2340989010989016
2012-05-17,TX_2,TX,FOODS,2364,3.2229622063329937
2012-05-17,WI_3,WI,FOODS,2818,3.325105263157895
2012-05-17,TX_3,TX,FOODS,2031,3.2316791443850272
2012-05-17,WI_3,WI,HOBBIES,232,4.652739361702127
2012-05-17,CA_3,CA,HOBBIES,246,4.755286103542234
2012-05-17,WI_1,WI,HOUSEHOLD,342,5.573308823529412
2012-05-17,CA_4,CA,FOODS,1436,3.2892046659597027
2012-05-17,CA_3,CA,FOODS,3728,3.249170124481328
2012-05-17,TX_2,TX,HOUSEHOLD,570,5.503323657474602
2012-05-17,CA_1,CA,HOBBIES,254,4.60392
2012-05-17,CA_3,CA,HOUSEHOLD,798,5.569759398496241
2012-05-17,CA_1,CA,FOODS,2630,3.303367662203914
2012-05-17,WI_1,WI,FOODS,1127,3.02814502529511
2012-05-17,CA_4,CA,HOUSEHOLD,207,5.625506134969324
2012-05-17,WI_1,WI,HOBBIES,248,4.701612021857924
2012-05-17,TX_1,TX,HOUSEHOLD,433,5.519855072463768
2012-05-17,TX_3,TX,HOBBIES,170,4.778005464480875
2012-05-18,TX_1,TX,FOODS,2012,3.2144809866392605
2012-05-18,WI_2,WI,HOUSEHOLD,377,5.568952802359882
2012-05-18,WI_3,WI,HOBBIES,259,4.652739361702127
2012-05-18,TX_2,TX,FOODS,2970,3.2229622063329937
2012-05-18,TX_1,TX,HOUSEHOLD,499,5.519855072463768
2012-05-18,TX_1,TX,HOBBIES,212,4.631684782608696
2012-05-18,CA_3,CA,FOODS,4332,3.249170124481328
2012-05-18,CA_3,CA,HOBBIES,378,4.755286103542234
2012-05-18,CA_2,CA,HOBBIES,163,4.721222826086956
2012-05-18,WI_1,WI,FOODS,1180,3.02814502529511
2012-05-18,WI_3,WI,HOUSEHOLD,524,5.525508720930231
2012-05-18,CA_2,CA,HOUSEHOLD,812,5.5375624082232004
2012-05-18,WI_1,WI,HOBBIES,244,4.701612021857924
2012-05-18,TX_3,TX,HOUSEHOLD,427,5.542108345534407
2012-05-18,TX_2,TX,HOBBIES,216,4.582978723404255
2012-05-18,CA_4,CA,FOODS,1697,3.2892046659597027
2012-05-18,CA_4,CA,HOUSEHOLD,300,5.625506134969324
2012-05-18,WI_2,WI,FOODS,1559,3.2340989010989016
2012-05-18,CA_1,CA,HOBBIES,352,4.60392
2012-05-18,TX_3,TX,HOBBIES,153,4.778005464480875
2012-05-18,CA_3,CA,HOUSEHOLD,905,5.569759398496241
2012-05-18,TX_2,TX,HOUSEHOLD,656,5.503323657474602
2012-05-18,TX_3,TX,FOODS,2295,3.2316791443850272
2012-05-18,CA_1,CA,FOODS,3261,3.303367662203914
2012-05-18,WI_2,WI,HOBBIES,154,4.72032967032967
2012-05-18,WI_3,WI,FOODS,3370,3.325105263157895
2012-05-18,WI_1,WI,HOUSEHOLD,407,5.573308823529412
2012-05-18,CA_2,CA,FOODS,1896,3.0543977591036424
2012-05-18,CA_1,CA,HOUSEHOLD,494,5.564229651162791
2012-05-18,CA_4,CA,HOBBIES,207,4.7464371257485025
2012-05-19,WI_2,WI,HOBBIES,215,4.7116348773841965
2012-05-19,CA_4,CA,HOBBIES,182,4.69653846153846
2012-05-19,CA_1,CA,FOODS,3941,3.3012114989733066
2012-05-19,CA_3,CA,HOBBIES,396,4.746730245231608
2012-05-19,TX_1,TX,FOODS,2559,3.222008196721312
2012-05-19,WI_3,WI,HOBBIES,253,4.658733509234828
2012-05-19,WI_3,WI,HOUSEHOLD,630,5.525579710144926
2012-05-19,CA_3,CA,FOODS,4803,3.24200620475698
2012-05-19,CA_1,CA,HOBBIES,320,4.604080000000001
2012-05-19,TX_2,TX,HOBBIES,351,4.5928647214854115
2012-05-19,WI_1,WI,HOUSEHOLD,550,5.5703524229074874
2012-05-19,TX_1,TX,HOBBIES,209,4.632972972972972
2012-05-19,WI_2,WI,HOUSEHOLD,380,5.572397058823528
2012-05-19,WI_3,WI,FOODS,3910,3.3226023084994765
2012-05-19,TX_1,TX,HOUSEHOLD,616,5.522669552669552
2012-05-19,WI_1,WI,FOODS,1537,3.0278787878787883
2012-05-19,CA_2,CA,HOUSEHOLD,1034,5.542466960352422
2012-05-19,CA_1,CA,HOUSEHOLD,643,5.56255072463768
2012-05-19,CA_2,CA,FOODS,2666,3.051143654114366
2012-05-19,CA_2,CA,HOBBIES,366,4.71850948509485
2012-05-19,TX_3,TX,HOBBIES,264,4.7583468834688345
2012-05-19,CA_3,CA,HOUSEHOLD,1126,5.565958083832334
2012-05-19,TX_2,TX,FOODS,3538,3.2242857142857155
2012-05-19,TX_3,TX,FOODS,2417,3.2263230605738578
2012-05-19,TX_3,TX,HOUSEHOLD,523,5.539036496350365
2012-05-19,TX_2,TX,HOUSEHOLD,734,5.472586705202311
2012-05-19,WI_2,WI,FOODS,1544,3.2472984749455343
2012-05-19,CA_4,CA,FOODS,1608,3.29154334038055
2012-05-19,WI_1,WI,HOBBIES,299,4.700700808625336
2012-05-19,CA_4,CA,HOUSEHOLD,315,5.617813455657491
2012-05-20,CA_2,CA,FOODS,2444,3.051143654114366
2012-05-20,TX_2,TX,HOBBIES,336,4.5928647214854115
2012-05-20,TX_2,TX,FOODS,3735,3.2242857142857155
2012-05-20,WI_2,WI,HOUSEHOLD,348,5.572397058823528
2012-05-20,CA_1,CA,FOODS,4367,3.3012114989733066
2012-05-20,CA_3,CA,HOUSEHOLD,1184,5.565958083832334
2012-05-20,CA_1,CA,HOBBIES,341,4.604080000000001
2012-05-20,WI_3,WI,HOBBIES,215,4.658733509234828
